stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_timezone,location_type,parent_station,level_id
ITOAUTO133090,,"PSR",48.742371,2.770081,0,,0,ITOAUTO77883,
PARIS35023,,"Lavoisier",48.901333,2.589813,2,,0,ITOAUTO78236,
PARIS35995,,"Cosmonautes - Stalingrad",48.714584,2.258597,1,,0,ITOAUTO68446,
PARIS197699,,"Roger Salengro - Fontainebleau",48.814896,2.360644,1,,0,ITOAUTO78755,
PARIS180340,,"Porte de Vanves",48.827118,2.304196,1,,0,PARIS9626,
PARIS200840,,"Parc des Sports",48.688423,2.607487,2,,0,PARIS206737,
PARIS19350,,"Collège Pablo Picasso",48.910618,2.141770,2,,0,ITOAUTO81677,
PARIS28124,,"Denis Papin",49.007599,2.033345,1,,0,PARIS5420,
PARIS28505,,"Allée des Yvelines",48.774597,1.999432,2,,0,PARIS5582,
PARIS28742,,"Paul Vaillant Couturier",48.799702,2.020503,1,,0,PARIS5650,
PARIS29264,,"Gaston Grinbaum",48.692242,2.433921,2,,0,PARIS5868,
PARIS111961,,"Ferdinand Buisson",48.644188,2.337672,1,,0,PARIS111125,
PARIS185110,,"Lamarck - Mont Cenis",48.889084,2.342740,2,,0,ITOAUTO79114,
PARIS19210,,"Château",48.802681,2.127630,1,,0,PARIS194576,
PARIS33794,,"Rue de Paris",49.009357,2.255688,1,,0,PARIS8129,
PARIS34661,,"Fontaine Ramée",48.726570,3.164811,2,,0,ITOAUTO92053,
PARIS200039,,"Maubeuge - Rochechouart",48.878838,2.345446,1,,0,PARIS10932,
PARIS48144,,"Paul Verlaine",49.157734,2.333244,2,,0,PARIS13708,
PARIS36306,,"Le Parc",48.977913,1.986010,2,,0,PARIS9320,
PARIS195494,,"Centre de Vie",48.937263,2.276856,1,,0,PARIS197288,
PARIS197563,,"Inkermann - Bineau",48.887810,2.276096,1,,0,PARIS11340,
PARIS177844,,"Porte Jaune - Pasteur",48.841663,2.199807,2,,0,ITOAUTO92542,
PARIS177967,,"Gare de Saint-Germain-en-Laye",48.896980,2.095877,1,Europe/Paris,,,
PARIS186558,,"Echou",48.450932,2.917439,2,,0,PARIS13951,
PARIS179537,,"Wilson - Courcelles",48.889263,2.292844,1,,0,PARIS166606,
PARIS17472,,"Le Grippet",48.623718,2.458511,1,,0,PARIS45,
PARIS17658,,"Arnaud Massy",48.605453,2.372476,1,,0,PARIS135,
PARIS17778,,"Les Petits Bois",48.608368,2.372308,1,,0,PARIS196,
PARIS17797,,"Pierre Marcille",48.609879,2.380550,1,,0,PARIS204,
PARIS194001,,"Centre Commercial",48.585140,2.446976,1,,0,PARIS292,
PARIS186868,,"Trésor Public",49.053341,2.674868,2,,0,PARIS167422,
PARIS18464,,"Liberté",48.399384,2.952917,1,,0,ITOAUTO80059,
PARIS50211,,"Croisement",49.051640,2.671541,2,,0,PARIS14742,
PARIS18676,,"Haie Griselle",48.757843,2.502247,2,,0,PARIS676,
PARIS18823,,"Zone d'activité de l'Ormois",48.696594,2.560730,2,,0,ITOAUTO69050,
PARIS19085,,"Les Pins Clos Courché",48.874081,2.094325,1,,0,PARIS896,
PARIS49945,,"Grands Moulins de Paris",48.956512,2.872667,2,,0,ITOAUTO127087,
PARIS19398,,"Les Gressets",48.850555,2.131012,1,,0,PARIS1058,
PARIS168839,,"Théophile Roussel",48.922546,2.133126,2,,0,ITOAUTO81700,
PARIS19676,,"Cimetière",48.932533,2.183681,1,,0,ITOAUTO118911,
PARIS20225,,"Jean Borderel",48.942764,2.252614,1,,0,ITOAUTO98351,
PARIS20293,,"Claude Bernard",48.928066,2.156782,1,,0,PARIS1471,
PARIS20635,,"Toussain Louverture",48.968201,2.068318,1,,0,PARIS1656,
PARIS21006,,"Avenue de Chavoye",48.894169,1.874456,2,,0,ITOAUTO77248,
PARIS21305,,"Orée de Marly",48.841824,2.070305,2,,0,ITOAUTO81554,
PARIS21307,,"Ferme de Gally",48.818123,2.080438,2,,0,PARIS2033,
PARIS21493,,"Auffreville",48.955555,1.707216,2,,0,ITOAUTO75226,
PARIS21512,,"Place Richard",48.808689,1.745259,2,,0,ITOAUTO92773,
PARIS21526,,"Croix de Saulx",48.816994,1.636952,2,,0,ITOAUTO81506,
PARIS21675,,"Pré Joli",48.774647,1.670040,2,,0,PARIS187431,
PARIS169497,,"Eglise",48.722786,1.652979,2,,0,ITOAUTO81353,
PARIS192224,,"Hildevert",49.070793,2.816429,2,,0,PARIS14626,
PARIS111483,,"Le Relais du Nord",49.054962,1.766859,2,,0,PARIS181476,
PARIS22172,,"La Part Dieu",48.922253,2.023969,1,,0,ITOAUTO81701,
PARIS22209,,"La Terrasse",48.923779,2.053746,1,,0,ITOAUTO81705,
PARIS22237,,"Hameau Saint-Martin",48.861710,2.014280,2,,0,ITOAUTO91532,
PARIS206902,,"Europe",48.859924,2.023766,2,,0,PARIS206814,
PARIS22573,,"Roland Garros",48.763241,2.117568,1,,0,PARIS2645,
PARIS22713,,"Stade des Noés",48.748043,1.961759,2,,0,PARIS2722,
PARIS22999,,"Les Cottages",48.674675,1.979843,2,,0,PARIS2857,
PARIS23169,,"Gare de La Verrière",48.754932,1.944034,1,,0,ITOAUTO81392,
PARIS194440,,"Maupertuis",48.687683,2.119672,1,,0,PARIS2971,
PARIS23290,,"Chambord",48.647469,2.070330,2,,0,PARIS2984,
PARIS23400,,"Mauzaise",48.683590,1.633495,2,,0,PARIS3047,
PARIS23454,,"Paul Demange",48.651047,1.846374,2,,0,PARIS3078,
PARIS23475,,"Vincent Scotto",48.649193,1.851529,2,,0,PARIS3093,
PARIS23507,,"Poupinel",48.569408,1.933472,2,,0,PARIS3111,
PARIS23524,,"Paul Demange",48.651524,1.847360,2,,0,PARIS3078,
PARIS23556,,"Vdo",48.650665,1.834285,2,,0,PARIS3138,
PARIS23557,,"Vdo",48.650623,1.834435,2,,0,PARIS3138,
PARIS23680,,"Le Breuil",48.731853,1.638328,2,,0,PARIS3198,
PARIS23858,,"Villiers les Oudets",48.451813,1.874624,2,,0,PARIS3286,
PARIS51804,,"Mail des Droits de l'Homme",48.961384,2.582552,2,,0,PARIS15251,
PARIS23889,,"Marine",48.634716,1.818174,2,,0,PARIS3127,
PARIS23913,,"Fosseuil",48.618912,1.700158,2,,0,PARIS3314,
PARIS23990,,"Martinière",48.578075,1.943396,2,,0,PARIS3354,
PARIS23994,,"Petits Meurgers",48.570770,1.911362,2,,0,PARIS3356,
PARIS24029,,"Trianon",48.640377,1.833982,2,,0,PARIS3367,
PARIS24222,,"Farcy",48.515617,2.624622,1,,0,PARIS3475,
PARIS170257,,"Place Mouton",48.510796,2.690633,1,,0,PARIS3531,
PARIS52318,,"Les Mulottes",48.968773,1.565544,2,,0,PARIS15479,
PARIS170259,,"Porte de Paris",48.539680,2.657829,1,,0,PARIS3537,
PARIS52235,,"Centre Commercial Mozart",48.783886,2.169647,1,,0,PARIS15437,
PARIS24927,,"Garonne",48.597702,2.566899,2,,0,PARIS3884,
PARIS24958,,"Gustave Courbet",48.615562,2.469711,1,,0,PARIS169501,
PARIS185000,,"La Tour Maubourg - Saint-Dominique",48.860378,2.310331,1,,0,PARIS194489,
PARIS206732,,"Rue des Plantes",48.433418,2.579336,2,,0,ITOAUTO80976,
PARIS25327,,"Ormeau Malraux",48.649487,2.563660,2,,0,PARIS4081,
PARIS111675,,"Bernard de Jussieu",48.808075,2.159716,1,,0,PARIS111056,
PARIS170618,,"Etats-Unis Université",48.808151,2.143879,1,,0,PARIS189979,
PARIS170626,,"Saint-Symphorien",48.805107,2.146479,1,,0,PARIS189974,
PARIS25806,,"Parc de Clagny",48.813023,2.140844,2,,0,ITOAUTO81491,
PARIS26124,,"Perthuis",48.263721,2.699616,2,,0,PARIS4430,
PARIS170805,,"Lycée Uruguay",48.409912,2.736104,2,,0,PARIS544,
PARIS26379,,"Rue Larchant",48.267967,2.677975,2,,0,ITOAUTO91055,
PARIS26581,,"Rosa Bonheur",48.415653,2.721209,2,,0,PARIS4642,
PARIS26587,,"Basse Varenne",48.436539,2.754554,2,,0,PARIS4647,
PARIS89481,,"Valrose",48.433880,2.752315,2,,0,PARIS190060,
PARIS26848,,"Pinsons",48.716053,2.466326,2,,0,PARIS4775,
PARIS26965,,"Jean Clauzel",48.681976,2.559327,2,,0,PARIS4840,
PARIS26984,,"Salle Polyvalente",48.721191,2.528613,2,,0,PARIS4857,
PARIS194032,,"Domaine de Montgermont",48.507168,2.535942,2,,0,PARIS3781,
PARIS27178,,"Préfecture",48.784046,2.451625,1,,0,ITOAUTO104390,
PARIS191458,,"Clos de la Régale",48.690460,2.439429,2,,0,ITOAUTO101676,
PARIS27491,,"Centre Aéré",48.757526,2.532544,2,,0,ITOAUTO79578,
PARIS32166,,"Maréchal Leclerc",48.785862,2.538646,2,,0,ITOAUTO70723,
PARIS32210,,"Ecu de France",48.797104,2.524770,2,,0,PARIS7435,
PARIS24870,,"Changis",48.623383,2.602749,2,,0,PARIS3849,
PARIS32468,,"Petit Caporal",48.779896,2.578560,2,,0,PARIS7542,
PARIS27907,,"Collège Villeroy",48.565201,2.427692,2,,0,PARIS5318,
PARIS27923,,"Les Explorateurs",49.052567,2.008261,1,,0,PARIS178389,
PARIS27940,,"Chemin du Soleil",49.051769,2.028251,1,,0,PARIS5324,
PARIS24892,,"La Constitution",48.633839,2.592805,2,,0,PARIS3864,
PARIS28154,,"Denis Papin",49.007095,2.033187,1,,0,PARIS5420,
PARIS28196,,"Dauphiné",49.034214,2.110296,1,,0,PARIS5448,
PARIS28285,,"Oseraie",49.076828,2.076050,1,,0,ITOAUTO77736,
PARIS28298,,"Bourgogne",49.047592,2.141270,2,,0,PARIS5497,
PARIS28310,,"Hautes Bornes",49.042404,2.155076,1,,0,PARIS5493,
PARIS28365,,"Musaraigne",49.049011,2.030383,1,,0,PARIS2319,
PARIS28578,,"Les Elancourtines",48.777470,1.945443,1,,0,PARIS5584,
PARIS28657,,"Les Sept Mares",48.769585,1.947208,1,,0,PARIS5629,
PARIS54431,,"Chaudry",49.074306,1.718081,2,,0,PARIS16688,
PARIS28667,,"Les Villageoises",48.767689,2.032084,1,,0,PARIS5587,
PARIS29267,,"Beauséjour",48.684719,2.391402,2,,0,PARIS5864,
PARIS24970,,"La Chesnaie",48.603256,2.546020,2,,0,PARIS3904,
PARIS29306,,"Port de Vigneux",48.703152,2.413623,2,,0,PARIS5885,
PARIS54970,,"Lycée Romain Rolland",49.030132,2.455508,2,,0,PARIS16908,
PARIS24980,,"Jean Moulin",48.588940,2.580559,2,,0,ITOAUTO70542,
PARIS24986,,"Victor Schoelcher",48.586216,2.584796,2,,0,ITOAUTO70360,
PARIS24989,,"Droits de l'Homme",48.587498,2.585545,2,,0,ITOAUTO70360,
PARIS29433,,"Alsace - Lorraine",48.872757,2.574578,2,,0,ITOAUTO80117,
PARIS29477,,"Auteuil",48.646469,2.221172,1,,0,PARIS5958,
PARIS29529,,"Place de l'Europe",48.641140,2.268799,1,,0,PARIS5985,
PARIS29555,,"Les Rouas",48.436672,2.179980,2,,0,PARIS6000,
PARIS29608,,"Versailles",48.660500,2.241833,1,,0,PARIS6035,
PARIS29712,,"Les Genêts",48.630909,2.316833,1,,0,PARIS6084,
PARIS29730,,"Pont Guérin",48.564312,2.183441,2,,0,PARIS6095,
PARIS29772,,"Congerville",48.387367,1.988415,2,,0,PARIS6120,
PARIS54999,,"ZAE G. Monmousseau",49.019020,2.443936,2,,0,PARIS16923,
PARIS25008,,"Fontaine Ronde",48.573250,2.588762,2,,0,PARIS3924,
PARIS29963,,"Turaude",48.664860,2.260116,1,,0,PARIS6221,
PARIS208018,,"Chagrenon",48.498066,2.223975,2,,0,PARIS200734,
PARIS29995,,"Robespierre",48.653049,2.347728,1,,0,ITOAUTO80757,
PARIS25018,,"Tournesol",48.588470,2.575951,2,,0,PARIS3929,
PARIS25021,,"Faisanderie",48.585033,2.570918,2,,0,PARIS3932,
PARIS30129,,"Cerfeuille",48.593925,2.234444,1,,0,PARIS6185,
PARIS30219,,"Léon Blum",48.615887,2.302567,1,,0,ITOAUTO103162,
PARIS111885,,"Buttes Réault",48.568069,2.163497,2,,0,ITOAUTO80606,
PARIS30342,,"Villelouvette",48.575397,2.202111,2,,0,PARIS6417,
PARIS191675,,"Commissariat",48.437466,2.164198,2,,0,ITOAUTO127579,
PARIS30371,,"Hameau de Bretagne",48.433102,2.177070,2,,0,PARIS190370,
PARIS30685,,"Nongloire",49.060722,2.892552,2,,0,PARIS6607,
PARIS25058,,"Bergeronnettes",48.548439,2.594105,1,,0,PARIS3951,
PARIS31024,,"Résidence de la Plaine",48.960640,3.119163,2,,0,PARIS6809,
PARIS205677,,"Croix de la Chaise",49.054680,2.457563,2,,0,PARIS16873,
PARIS171963,,"Port Courage - Coquelicot",49.017704,3.025565,2,,0,ITOAUTO64346,
PARIS55186,,"Les Quatre Vents",49.130749,2.367420,2,,0,PARIS17022,
PARIS25063,,"Route de Moissy",48.653461,2.568894,1,,0,PARIS3947,
PARIS191741,,"Château du Vignois",48.987392,3.024071,2,,0,PARIS7006,
PARIS31406,,"Pavillons",48.955906,3.066486,2,,0,PARIS7029,
PARIS35162,,"Paul Algis",48.869583,2.625691,2,,0,ITOAUTO78157,
PARIS31407,,"Salle des Fêtes",48.954830,3.070621,2,,0,ITOAUTO64328,
PARIS135522,,"Bartholomé",48.794609,2.636693,2,,0,ITOAUTO77983,
PARIS31769,,"Les Fontaines",48.705826,2.751719,2,,0,ITOAUTO77815,
PARIS106339,,"Danton Stade",48.761253,2.677966,2,,0,ITOAUTO96031,
PARIS31933,,"Grands Champs",48.801266,2.639449,2,,0,ITOAUTO78006,
PARIS172262,,"La Fontaine",48.615780,2.305594,1,,0,PARIS3396,
PARIS25077,,"Bois Vert",48.563103,2.623740,2,,0,PARIS3962,
PARIS30929,,"Hervilliers",49.091782,3.130280,2,,0,PARIS6689,
PARIS172367,,"D'Alembert",48.621304,2.323457,1,,0,PARIS3457,
PARIS25092,,"Les Haies Fleuries",48.569023,2.613681,2,,0,PARIS3968,
PARIS32333,,"Les Bédouins",48.507565,2.346234,2,,0,PARIS7485,
PARIS111991,,"Petit Mesnil",48.518250,2.283295,2,,0,PARIS7527,
PARIS112019,,"Clinique de l'Yvette",48.689030,2.301673,1,,0,ITOAUTO101675,
PARIS35847,,"Ruisseau",48.698921,2.199506,1,,0,PARIS9098,
PARIS170472,,"Trou Grillon",48.617413,2.498901,2,,0,ITOAUTO80674,
PARIS32801,,"Collège La Clef Saint-Pierre",48.792183,1.970315,2,,0,PARIS7709,
PARIS31025,,"Résidence des Moulins",48.949749,3.135017,2,,0,PARIS6810,
PARIS25124,,"La Coupole",48.659916,2.565338,1,,0,PARIS3980,
PARIS25125,,"Les Vignes",48.641125,2.503398,2,,0,PARIS3983,
PARIS25131,,"Clos du Roi",48.641769,2.540229,1,,0,PARIS3987,
PARIS32869,,"Bartholomé",48.820522,1.924877,2,,0,ITOAUTO81511,
PARIS172608,,"Acacias",48.848904,1.885954,2,,0,PARIS7741,
PARIS171958,,"Guillaume Apollinaire",49.030708,3.022290,2,,0,PARIS6841,
PARIS33039,,"Val de Mauldre",48.769985,1.894930,2,,0,PARIS7808,
PARIS33060,,"Coypel - Champ Lagarde",48.800095,2.141519,1,,0,PARIS4248,
PARIS194314,,"Collège La Nacelle",48.595882,2.460309,1,,0,PARIS193939,
PARIS33114,,"Poirier d'Encre",48.784798,1.824033,2,,0,PARIS199108,
PARIS33549,,"Sognolles",49.051567,2.197912,1,,0,PARIS8008,
PARIS33566,,"Les Beauchamps",49.020283,2.201307,1,,0,PARIS8015,
PARIS31119,,"Lotissements de Condé",49.014606,3.032956,2,,0,ITOAUTO103160,
PARIS33643,,"Centre Commercial",49.072010,2.197113,2,,0,PARIS8050,
PARIS33666,,"Haute Borne",49.045639,2.155104,2,,0,PARIS8062,
PARIS33671,,"Jules César",49.005558,2.208504,1,,0,PARIS165737,
PARIS33900,,"Cimetière",49.004745,2.353934,2,,0,ITOAUTO77505,
PARIS34311,,"Maison Médicale",48.675270,2.699670,2,,0,ITOAUTO81215,
PARIS25182,,"Porte de Versailles",48.832893,2.287961,2,Europe/Paris,,,
PARIS201832,,"Les Mongets",48.789162,3.399657,2,,0,ITOAUTO92101,
PARIS201851,,"Boussois Lavoir",48.831177,3.035023,2,,0,ITOAUTO78088,
PARIS34887,,"Centre D222",48.823090,3.138108,2,,0,ITOAUTO93361,
PARIS25239,,"Sciences et Techniques",48.605579,2.573371,2,,0,PARIS4038,
PARIS25245,,"Jardins de la Meridienne",48.635147,2.558142,1,,0,ITOAUTO81184,
PARIS31459,,"Rue du Tertre",48.847889,2.903456,2,,0,PARIS7055,
PARIS31472,,"Chemin de Rebais",48.874634,2.903024,2,,0,PARIS7063,
PARIS201925,,"Galliéni",48.925797,2.905249,2,,0,PARIS190422,
PARIS201928,,"Barneau",48.640656,2.713292,2,,0,ITOAUTO93198,
PARIS201935,,"Saint Mathurin",48.691128,3.002771,2,,0,ITOAUTO92043,
PARIS25246,,"Jardins de la Meridienne",48.634930,2.558216,1,,0,ITOAUTO81184,
PARIS25253,,"Porte de Moissy",48.628975,2.578475,1,,0,PARIS4044,
PARIS202039,,"Les Bordes RN34",48.789108,3.208511,2,,0,ITOAUTO92099,
PARIS34110,,"Les Queurses",48.755241,3.235266,2,,0,ITOAUTO92076,
PARIS170513,,"Fernand Sastre",48.606918,2.510423,2,,0,PARIS4060,
PARIS170514,,"Fernand Sastre",48.606983,2.510720,2,,0,PARIS4060,
PARIS172065,,"Bleuets",48.725891,2.665582,2,,0,PARIS201519,
PARIS25290,,"Parisud Borne Blanche",48.652973,2.551484,1,,0,ITOAUTO70409,
PARIS173282,,"Terre Ciel",48.878357,2.613036,1,,0,ITOAUTO97886,
PARIS34960,,"Cheminots",48.884674,2.617039,1,,0,ITOAUTO78200,
PARIS30012,,"Bassin Fosse",48.570518,2.167579,2,,0,PARIS6244,
PARIS35006,,"Guette",48.890251,2.603849,2,,0,ITOAUTO78215,
PARIS35008,,"Gymnase",48.868874,2.631908,2,,0,ITOAUTO78151,
PARIS25299,,"Parisud Borne Blanche",48.653191,2.551940,1,,0,ITOAUTO70409,
PARIS25311,,"Olympe de Gouges",48.631729,2.561809,1,,0,PARIS4074,
PARIS25312,,"Olympe de Gouges",48.631245,2.561980,1,,0,PARIS4074,
PARIS135481,,"Place Augereau",48.753365,2.874618,2,,0,ITOAUTO77895,
PARIS35167,,"Collège Beau Soleil",48.887672,2.621177,1,,0,ITOAUTO78209,
PARIS31651,,"Collège A. de Garlande",48.799259,2.638069,2,,0,ITOAUTO91604,
ITOAUTO66179,,"Place des FFI",48.615200,2.261971,1,,0,PARIS6472,
PARIS135497,,"Commerce",48.789188,2.661174,2,,0,ITOAUTO77964,
PARIS31689,,"Campanules",48.758968,2.670689,2,,0,ITOAUTO77903,
PARIS200860,,"La Ferme",48.761749,2.664137,2,,0,ITOAUTO77910,
PARIS31721,,"Leclerc",48.764530,2.672762,2,,0,ITOAUTO77916,
PARIS173526,,"ENSTA - Les Joncherettes",48.710056,2.218675,1,,0,PARIS165916,
PARIS172123,,"La Marsange 2",48.714695,2.738194,2,,0,ITOAUTO77833,
PARIS137083,,"Gare Routiere",48.624844,2.425423,2,Europe/Paris,,,
PARIS35853,,"Ecole du Guichet",48.705620,2.195435,2,,0,PARIS9102,
PARIS25367,,"Grands Champs",48.627693,2.551376,1,,0,PARIS4093,
PARIS36182,,"La Hunière - Concorde",48.709427,2.225304,1,,0,PARIS9259,
PARIS99188,,"Le Plessis Picard",48.598717,2.592102,2,,0,ITOAUTO70423,
PARIS31598,,"Collège Mallarmé",48.702339,2.872022,2,,0,ITOAUTO91585,
PARIS25401,,"Pavillon Bouret",48.576302,2.561816,2,,0,PARIS4107,
PARIS25408,,"Parisud Espagne",48.642857,2.547156,2,,0,PARIS4110,
PARIS170546,,"Central PTT",48.762066,2.137655,2,,0,PARIS4123,
PARIS170547,,"Gare de Jouy-en-Josas",48.764938,2.163758,1,Europe/Paris,,,
PARIS173986,,"Georges Brassens",48.829590,2.296452,1,,0,PARIS205531,
PARIS35485,,"Brouy",48.316673,2.278754,2,,0,PARIS8972,
PARIS35534,,"Libération",48.921993,2.542625,2,,0,ITOAUTO79734,
PARIS170554,,"Beuvron",48.765064,2.168940,1,,0,ITOAUTO64849,
PARIS170557,,"Abel Nicolle le Vallon",48.771732,2.172251,1,,0,PARIS4136,
PARIS170559,,"Les Metz - Hoche",48.774940,2.167530,1,,0,PARIS15408,
PARIS176024,,"Gustave Charpentier",48.778336,2.359486,1,,0,PARIS10561,
PARIS174327,,"Pont de Sèvres",48.829845,2.229929,2,,0,PARIS9688,
PARIS172183,,"Route Ferme d'Arcy",48.660568,2.873727,2,,0,ITOAUTO91497,
PARIS174767,,"Place Degas",48.773712,2.525269,1,,0,PARIS9889,
PARIS111643,,"Gare de Vaucresson",48.837399,2.152472,2,,0,ITOAUTO78825,
PARIS25505,,"Jean Oberlé",48.840393,2.149753,2,,0,PARIS4162,
PARIS26032,,"La Groue",48.207981,2.702773,2,,0,ITOAUTO96022,
PARIS172185,,"Victor Hugo",48.679848,2.609398,2,,0,PARIS667,
PARIS135644,,"Danton",48.792240,2.612613,2,,0,ITOAUTO80128,
PARIS96434,,"Pasloup",48.446194,2.364983,2,,0,PARIS208180,
PARIS174928,,"Le Vert de Maisons RER",48.790085,2.435133,1,Europe/Paris,,,
PARIS195145,,"Passerelle de Charentonneau",48.815147,2.443658,1,,0,PARIS10033,
PARIS25524,,"Square Lamôme",48.794579,2.156476,2,,0,PARIS4171,
PARIS25525,,"R. Poincaré",48.843735,2.175071,2,,0,ITOAUTO111120,
PARIS25527,,"Collège Stade",48.835690,2.146001,2,,0,PARIS4173,
PARIS25529,,"Place Laboulaye",48.819180,2.139067,1,,0,PARIS4175,
PARIS172285,,"Maurice Boyau",48.605122,2.305163,2,,0,ITOAUTO80648,
PARIS35846,,"Cimetière d'Orsay",48.698479,2.205749,1,,0,ITOAUTO81267,
PARIS135648,,"Lupins",48.789253,2.598466,2,,0,PARIS7344,
PARIS32043,,"Les Feux",48.550964,2.277184,2,,0,ITOAUTO80104,
PARIS172294,,"Mairie",48.565784,2.326411,2,,0,ITOAUTO80602,
PARIS192821,,"Fausses Reposes",48.818531,2.166644,1,,0,PARIS208538,
PARIS172317,,"Mozart",48.609356,2.321062,1,,0,PARIS3431,
PARIS25558,,"Square Lamôme",48.794983,2.156347,2,,0,PARIS4171,
PARIS111652,,"Albert Joly",48.809868,2.140146,2,,0,PARIS111050,
PARIS111654,,"Les Grands Chênes",48.789097,2.152154,1,,0,PARIS111051,
PARIS170589,,"Grand Siècle",48.803989,2.154091,1,,0,PARIS4217,
PARIS172375,,"Gare de Dourdan",48.533363,2.008234,2,Europe/Paris,,,
PARIS175240,,"Verdun - Docteur Lombard",48.818794,2.251655,1,,0,ITOAUTO78780,
PARIS111657,,"Place de la Paix",48.819996,2.142076,2,,0,PARIS4197,
PARIS175371,,"Benhamou - Promenade",48.912262,2.484957,2,,0,ITOAUTO79480,
PARIS111663,,"République Lesseps",48.806973,2.147724,2,,0,PARIS192728,
ITOAUTO120457,,"Mandela - Sorbiers",48.771698,2.359404,1,,0,ITOAUTO120420,
PARIS111664,,"Place de la Paix",48.819855,2.141889,2,,0,PARIS4197,
PARIS25564,,"Martin Luther King",48.825893,2.137008,1,,0,PARIS4187,
PARIS111668,,"Stade de Porchefontaine",48.793633,2.157431,1,,0,PARIS4265,
PARIS111678,,"Blanche de Castille",48.829521,2.131199,1,,0,PARIS111057,
PARIS111679,,"Blanche de Castille",48.829662,2.130965,1,,0,PARIS111057,
PARIS175588,,"Square Jean Mermoz",48.860809,2.509385,1,,0,PARIS10313,
PARIS175737,,"Docteur Tourasse",48.799145,2.473113,1,,0,ITOAUTO99147,
PARIS111687,,"Europe Saint-Cloud",48.805119,2.132205,1,,0,PARIS4182,
PARIS25603,,"Place Laboulaye",48.819038,2.138197,1,,0,PARIS4175,
PARIS175762,,"Rue de Noisy-le-Sec",48.875984,2.418099,1,,0,PARIS166879,
PARIS112044,,"Jules Ferry",48.524590,2.013059,2,,0,PARIS190527,
PARIS206122,,"Plaine de France",48.975704,2.506035,1,,0,PARIS14906,
PARIS170601,,"Parly 2 - Dutartre",48.827095,2.119443,2,,0,ITOAUTO100065,
PARIS111700,,"Parly 2 - Dutartre",48.825851,2.119301,1,,0,ITOAUTO100065,
PARIS111701,,"Parly 2 - Dutartre",48.827408,2.120419,1,,0,ITOAUTO100065,
PARIS170602,,"Piscine de Satory",48.783379,2.117676,1,,0,PARIS111064,
ITOAUTO70119,,"Heurtebise",48.425877,2.993539,2,,0,ITOAUTO69897,
PARIS111708,,"Saint-Jean",48.817226,2.136566,1,,0,PARIS189968,
PARIS111709,,"Satory Lisière",48.784248,2.102894,1,,0,PARIS111068,
PARIS111711,,"Satory Mobilab",48.785885,2.092167,1,,0,PARIS111069,
PARIS208306,,"Marcel Dassault",48.865444,2.515123,1,,0,PARIS11686,
PARIS111712,,"Satory Mobilab",48.785774,2.092605,1,,0,PARIS111069,
PARIS25578,,"Place de la Brèche",48.825256,2.142154,2,,0,PARIS208586,
PARIS170614,,"Jasmin",48.825993,2.121178,1,,0,PARIS952,
PARIS25596,,"La Bruyère",48.813965,2.145094,1,,0,PARIS4204,
PARIS25597,,"Richard Mique",48.812366,2.143613,1,,0,PARIS4205,
PARIS170620,,"Gare de Montreuil",48.806881,2.151157,1,,0,ITOAUTO81477,
PARIS173699,,"Croisée des Chemins",48.928432,1.998958,2,,0,ITOAUTO81722,
PARIS25623,,"Stade de Jussieu",48.809772,2.155495,1,,0,PARIS4214,
PARIS176111,,"Canal Saint-Martin",48.877094,2.366043,2,,0,ITOAUTO75928,
PARIS170624,,"Emile Cousin",48.808678,2.158432,2,,0,PARIS189972,
PARIS176182,,"Eglise Saint-Ferdinand",48.879269,2.291065,1,,0,PARIS13583,
PARIS25629,,"Petit Beauregard",48.835697,2.123521,2,,0,PARIS4218,
PARIS25630,,"Grand Siècle",48.803699,2.155389,1,,0,PARIS4217,
PARIS170625,,"Saint-Symphorien",48.804981,2.146344,1,,0,PARIS189974,
PARIS25640,,"Petit Beauregard",48.835640,2.122923,1,,0,PARIS4218,
PARIS176596,,"Avenue Marcel Martinie",48.823372,2.292550,2,,0,PARIS11015,
PARIS176687,,"Place Hunebelle",48.800251,2.260823,1,,0,PARIS11051,
PARIS25645,,"Alexandre 1er",48.805523,2.141035,1,,0,PARIS4224,
PARIS25652,,"Boulevard de Jardy",48.833141,2.153345,1,,0,PARIS4228,
PARIS32538,,"Vieux Logis",48.663971,2.328717,1,,0,PARIS7576,
PARIS176864,,"Porte de Paris",48.930355,2.356413,0,,0,PARIS200127,
PARIS170645,,"Providence",48.795174,2.140062,1,,0,PARIS4241,
PARIS25696,,"Cisterciens",48.790791,2.148656,2,,0,PARIS4147,
PARIS173735,,"Gare de Conflans Fin d'Oise",48.988594,2.074948,1,Europe/Paris,,,
PARIS177247,,"Inkermann - Bineau",48.888210,2.275763,1,,0,PARIS11340,
PARIS177361,,"Villiers - Bineau",48.886932,2.282504,1,,0,PARIS193073,
PARIS25716,,"Général Eblé",48.788738,2.117477,1,,0,PARIS4254,
PARIS25717,,"Général Eblé",48.788803,2.117558,2,,0,PARIS4254,
PARIS25720,,"Centre d'Alimentation de Satory",48.785660,2.109771,1,,0,PARIS4255,
PARIS25726,,"Viroflay Gare Rive Gauche",48.801121,2.171265,2,Europe/Paris,,,
PARIS32558,,"Aristide Briand",48.633766,2.330163,1,,0,PARIS200742,
PARIS25727,,"Viroflay Gare Rive Droite",48.806107,2.168749,2,,0,ITOAUTO79973,
