route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,wheelchair_accessible,bikes_allowed
8818,12,VJ6a907503efbb0932a7aca10e743836d3553242ed,"Aéroport d'Orly","",1,1,0
8818,12,VJbc5cd8938e8adf1cee757f7c28aaba83fa1e0078,"Aéroport d'Orly","",1,1,0
8818,12,VJ05b13201605134709500d8ec2b5e9e7da5b506d8,"Aéroport d'Orly","",1,1,0
8818,12,VJ99e54249e3d2092c18ad0e568e5f9b3ef1a41d2d,"Aéroport d'Orly","",1,1,0
8818,12,VJd7bf95d359f383c4f750b93045a657c2561642c5,"Aéroport d'Orly","",1,1,0
8818,12,VJ766a2496911c7fb171d6da4493294657389c34c3,"Aéroport d'Orly","",1,1,0
8818,92,VJ5fe1b1e38375b077b96db25b112509900ce9ce89,"Aéroport d'Orly","",1,1,0
8818,12,VJ8c7da517f43b62a971ad8745935caf66809b3423,"Aéroport d'Orly","",1,1,0
8818,12,VJ21708a6d314aee06d55fe8dd4302375d7ba76849,"Aéroport d'Orly","",1,1,0
8818,175,VJfcc83cdb33ee416a4847506781de008cd79300a5,"Aéroport d'Orly","",1,1,0
8818,12,VJ4bbdad7f2b4579833ba956254a048361d5de595c,"Aéroport d'Orly","",1,1,0
8818,12,VJ054ef335b3dfb63ea028512b76b6d0273046a94b,"Aéroport d'Orly","",1,1,0
8818,12,VJa428e0c9f7ad38a4c1767158f14ffc6eef466341,"Aéroport d'Orly","",1,1,0
8818,12,VJ6fca338a085b1adf0b7e3ab549002777850a5342,"Aéroport d'Orly","",1,1,0
8818,12,VJ2797afd8f4d84598f52f8a31a84186be091208e7,"Aéroport d'Orly","",1,1,0
8818,12,VJe31a6ce5b6daa1fc87ca7174f00f76a82fb4d3be,"Aéroport d'Orly","",1,1,0
8818,12,VJfcee2409ae2ec83e76c97acefcfe0d7d7d1d0ed0,"Aéroport d'Orly","",1,1,0
8818,12,VJ6d40b6ac7975703652ee7b6eff8ac165f5ea5686,"Aéroport d'Orly","",1,1,0
8818,92,VJfe0ebaaa1bf4857c7a4a7716ab8f0206930a0b4e,"Aéroport d'Orly","",1,1,0
8818,175,VJb7ab1bbf0fedbc95ba9a4d8e19d0484e3c78bbd9,"Aéroport d'Orly","",1,1,0
8818,175,VJd06e785c992e323c6078d7968d7fbccf876b57c9,"Aéroport d'Orly","",1,1,0
8818,12,VJa1829ad2cc0875aff54d3d94ac4596b21c22ea95,"Aéroport d'Orly","",1,1,0
8818,12,VJ3c8b4b194dd5162609224a55fe0d0a2f3698a13a,"Aéroport d'Orly","",1,1,0
8818,12,VJ34491c736a89e4afcf6c5e4a26a62b46a93c8648,"Aéroport d'Orly","",1,1,0
8818,12,VJ024918323a9f2769919ac4edb41e6752f4fb3d20,"Aéroport d'Orly","",1,1,0
8818,12,VJ96684937a9e8ee5da1bc6d0e532192b64456a963,"Aéroport d'Orly","",1,1,0
8818,175,VJb038f66782ffab17c7c31de457fdaad0b5fa49b0,"Aéroport d'Orly","",1,1,0
8818,12,VJf59a917589567a50afe057705d83fd15db7dc08d,"Aéroport d'Orly","",1,1,0
8818,92,VJ3c10d8a9c15bfe7efb9a6fe069029f1b80f9e1a1,"Aéroport d'Orly","",1,1,0
8818,12,VJf1015d34a458a5e65ea33ef0457a3af012b2eff2,"Aéroport d'Orly","",1,1,0
8818,12,VJ016bc9da0b2604ec664c686205304e69cdd8e105,"Aéroport d'Orly","",1,1,0
8818,12,VJ2ca8c584c15fdf4bb7eae435f3c8c2551249e432,"Aéroport d'Orly","",1,1,0
8818,12,VJ87d2dfc2b59ce6cea2df8e84724c8b4a12dffbdf,"Aéroport d'Orly","",1,1,0
8818,12,VJ37257a45ce86eb51fb98f6119732b31008c85c0b,"Aéroport d'Orly","",1,1,0
8818,12,VJ1920995ddc8212ece39bc3e855049f2f8583ce59,"Aéroport d'Orly","",1,1,0
8818,12,VJ94aed5371cab3733439ca9cc483730f3ec33f38e,"Aéroport d'Orly","",1,1,0
8818,12,VJ6c7bf783d96762eb96ea05c282d7aa03292c4e44,"Aéroport d'Orly","",1,1,0
8818,12,VJ3a07225eef90d8138916a7ab717827b5556bc8e8,"Aéroport d'Orly","",1,1,0
8818,12,VJ2f94163ea4596bb987b053b7b10a89e7261eaf33,"Aéroport d'Orly","",1,1,0
8818,92,VJ842e5c25af4f087f0d4ebe2d183256ea29519504,"Aéroport d'Orly","",1,1,0
8818,12,VJb3ac5220750e2ccfe5310664a7833ca1c90f64e6,"Aéroport d'Orly","",1,1,0
8818,12,VJecc53d1379f38ca7cc395e90ac3dfb2309c278ca,"Aéroport d'Orly","",1,1,0
8818,12,VJ3dfa316a5b6ff1164403af16677555aab43e7a05,"Aéroport d'Orly","",1,1,0
8818,12,VJ7575c75eab2c44dd13d2e1c8cd9c5f291be69833,"Aéroport d'Orly","",1,1,0
8818,12,VJ63461573e68db5904c906fb060333d0b0fbf1228,"Aéroport d'Orly","",1,1,0
8818,12,VJff3a6c194704ad5c19e822588ff6ff1340d4c86f,"Aéroport d'Orly","",1,1,0
8818,92,VJa2b8c110d53aa0327a21cc7836f419c5b7b9bff2,"Aéroport d'Orly","",1,1,0
8818,92,VJ724fe0822da70f414cb54818bb261960865c9a4a,"Aéroport d'Orly","",1,1,0
8818,12,VJ5407d69a12757ab54067c5729902fc595418f4eb,"Aéroport d'Orly","",1,1,0
8818,12,VJ38d04dc6bf1e1d9777ffa30f4b272c3766906196,"Aéroport d'Orly","",1,1,0
8818,12,VJcd7621f7f7bf05201408328064e26a70526b0a53,"Aéroport d'Orly","",1,1,0
8818,12,VJ8ca938d7a11b21855088531e07f71031e2cc97e6,"Aéroport d'Orly","",1,1,0
8818,12,VJefb76e16d1ba3546fe5ab57712a920f80eafb866,"Aéroport d'Orly","",1,1,0
8818,12,VJ7a9d706fb27ddc66847172dde255e5ae7239dccb,"Aéroport d'Orly","",1,1,0
8818,12,VJb29c123edb1fd5e8eeafa68c2670d75c06b4b8b9,"Aéroport d'Orly","",1,1,0
8818,12,VJc0038641d6cfe22495d301a89179b99bc5faff0b,"Aéroport d'Orly","",1,1,0
8818,92,VJ48ffc84ca7d959d0231d5b7c0f52c27955c593ff,"Aéroport d'Orly","",1,1,0
8818,12,VJcf793ed79d87d0485eb3d37a6bb63310670450f7,"Aéroport d'Orly","",1,1,0
8818,12,VJ96c44e45ad41fc6b5838b284cc210ad4e3dc1373,"Aéroport d'Orly","",1,1,0
8818,12,VJabcc77d02218c6468c4849110cefc22d985c3b0e,"Aéroport d'Orly","",1,1,0
8818,175,VJe683be6f3fe4341d3660207848e74140e64bc832,"Aéroport d'Orly","",1,1,0
8818,12,VJb2eba07eeb55188ce76b30c33344c38cdc74d4fb,"Aéroport d'Orly","",1,1,0
8818,92,VJe009f971d9fda1b1ccc60443fcf9584340eaca87,"Aéroport d'Orly","",1,1,0
8818,12,VJ5e2e8387e1b70ec243f9a2b981d2a45f2b3a1038,"Aéroport d'Orly","",1,1,0
8818,12,VJd3e4d4816097c446b460dde8e68b384f9c4569c6,"Aéroport d'Orly","",1,1,0
8818,12,VJe16cad3e7e543394021d40b7b6af783f7ff64cd6,"Aéroport d'Orly","",1,1,0
8818,12,VJd8e3cfeddc4ee271eac9abf65529000e1f31b322,"Aéroport d'Orly","",1,1,0
8818,12,VJfc483948ed9d04511bcca65a62de710195ce10ec,"Aéroport d'Orly","",1,1,0
8818,12,VJbbbb7f00c9f133627f80bcd44242c6387953fe67,"Aéroport d'Orly","",1,1,0
8818,12,VJ6d56340cf7ddfc2e1b3e0c60e11386eab7a56894,"Aéroport d'Orly","",1,1,0
8818,92,VJ509373e1d6c9d475c3fa717c0333929229562c67,"Aéroport d'Orly","",1,1,0
8818,12,VJ6e0af3876c099f057d979a2db6366ec6706abdcd,"Aéroport d'Orly","",1,1,0
8818,12,VJc0488adda19589a2f330bbec711a095420de01a0,"Aéroport d'Orly","",1,1,0
8818,12,VJ8612f3e6436fd6e038859676f66481079a4181ff,"Aéroport d'Orly","",1,1,0
8818,12,VJ0d8d622a42370da692ae7826afcd46e7d24cb64d,"Aéroport d'Orly","",1,1,0
8818,12,VJfe236f084b90195826911b595b1a15de128bdb3e,"Aéroport d'Orly","",1,1,0
8818,92,VJfd854492dd5641aab6370645cf1babfee177d4cf,"Aéroport d'Orly","",1,1,0
8818,12,VJ7aac4331bf079466a496de796cacc895bc30ba0d,"Aéroport d'Orly","",1,1,0
8818,12,VJ24e12ac996f575534db8d4b9bdc0a7d9726957ab,"Aéroport d'Orly","",1,1,0
8818,12,VJ4220d34d451bb865901ad1e1e94e9c2a1775a30f,"Aéroport d'Orly","",1,1,0
8818,12,VJ6e01168654b7937b2a4705af882edd74b651187c,"Aéroport d'Orly","",1,1,0
8818,178,VJccfa37348509220504e7ae8a6f0a7a767fc42166,"Aéroport d'Orly","",1,1,0
8818,12,VJ8940ce62d12646d04857c92ab794aa8bafb69b61,"Aéroport d'Orly","",1,1,0
8818,12,VJ74510507cb2f891752df08357b7a72ed8d5848c2,"Aéroport d'Orly","",1,1,0
8818,12,VJ80124f5069b2e284d3e0286f5e2d836f55a02f2a,"Aéroport d'Orly","",1,1,0
8818,12,VJ98fb7a462310bd1924397cf50496a735b19233a3,"Aéroport d'Orly","",1,1,0
8818,12,VJ402a8bd34da701fde4c70b06b44670ea74aa8bba,"Aéroport d'Orly","",1,1,0
8818,12,VJd46f87a0c3f4ea45b226862d852dc61b60d097c4,"Aéroport d'Orly","",1,1,0
8818,12,VJe99cb4e24c83ab4f5946b3ead34f8310644bd80e,"Aéroport d'Orly","",1,1,0
8818,12,VJ140e1624d65824114c1f0286ccb02956b627e27a,"Aéroport d'Orly","",1,1,0
8818,12,VJ08e8c329975d064894db5a068b8bef508065dfe1,"Aéroport d'Orly","",1,1,0
8818,12,VJcdbd12d77a2689f3438d993bac32b2cf2719e6de,"Aéroport d'Orly","",1,1,0
8818,12,VJc63db44befda626bdf27c7d3d8aeda8b45a898e5,"Aéroport d'Orly","",1,1,0
8818,12,VJcfb0d13677077bd8b4ad530c1936c87132b7f28c,"Aéroport d'Orly","",1,1,0
8818,12,VJ10b198566810439c427a4949ab3e3f9841c4a400,"Aéroport d'Orly","",1,1,0
8818,12,VJ3954cddc7fc82be282be3dfcd7c22c2f25764ef7,"Aéroport d'Orly","",1,1,0
8818,12,VJ1e35070d5e4b3c7aa2f4cf404d344c40e7f39754,"Aéroport d'Orly","",1,1,0
8818,12,VJe218d5ce62d0ada69d86277ab780283a54350207,"Aéroport d'Orly","",1,1,0
8818,12,VJe4867d8a2c7884584f47afee0de848aee34acda5,"Aéroport d'Orly","",1,1,0
8818,12,VJ77e1eeb24dd8a8fc7f520e3f5b46e2aa4be55304,"Aéroport d'Orly","",1,1,0
8818,12,VJee971fca7a7adf8c38f55f1d2f0450046b828669,"Aéroport d'Orly","",1,1,0
8818,12,VJ085ae6892d96c4b2bd5c271c427b221ee071deb9,"Aéroport d'Orly","",1,1,0
8818,12,VJ5326af9fb0a7216790f8de121a1f222bc723d575,"Aéroport d'Orly","",1,1,0
8818,12,VJd1eef28c102df184d9bec1f6d0fa8bd81d598d89,"Aéroport d'Orly","",1,1,0
8818,12,VJcb888f8002a089458f11bffd0f74d6d8d5190d11,"Aéroport d'Orly","",1,1,0
8818,12,VJ52bfa13ea5589be66ea03fc5298bced24c2cbf29,"Aéroport d'Orly","",1,1,0
8818,12,VJ5a0017f3e4a3ed3f77f93524efc4cdd0567f3dc6,"Aéroport d'Orly","",1,1,0
8818,92,VJc323303d119fd9ffa76cb203169f1646a67e66f5,"Aéroport d'Orly","",1,1,0
8818,12,VJ21232a0bb4ec8057aa094427e1db663458838449,"Aéroport d'Orly","",1,1,0
8818,92,VJ303026b8e530e405b896b0f750076bee58e2a208,"Aéroport d'Orly","",1,1,0
8818,12,VJ846f8c573b0afd04e2d87a55b25635c4c8d29fa6,"Aéroport d'Orly","",1,1,0
8818,12,VJf47ef817bdbf557825f8238b1fed5d35cb990027,"Aéroport d'Orly","",1,1,0
8818,12,VJ55acc3e9e6fac7c026e72f69fd201b05b267a533,"Aéroport d'Orly","",1,1,0
8818,12,VJa9ab989cd22effaf8eff96e7319d9f430647fe1c,"Aéroport d'Orly","",1,1,0
8818,12,VJbf5914ad3dd0d448f8890a6dce83607b4e724f20,"Aéroport d'Orly","",1,1,0
8818,12,VJff7cc2dc3cdc9a4725df11ab21751030463f5183,"Aéroport d'Orly","",1,1,0
8818,232,VJ11daf1bf656993d5169c1e65b56238fadce8be5c,"Aéroport d'Orly","",1,1,0
8818,12,VJ3069abb0e2166f389b8ec92d4f0d849d5dd7918c,"Aéroport d'Orly","",1,1,0
8818,92,VJ7350ad0eb7f4c4a8b9ae9969e4669843a377346f,"Aéroport d'Orly","",1,1,0
8818,12,VJ3ff43629b2e283467876860d2a04ba7d989a0045,"Aéroport d'Orly","",1,1,0
8818,12,VJf995ffc10070e7d72118551fad6ae32cbc451699,"Aéroport d'Orly","",1,1,0
8818,12,VJ9a419c67c3bcd9e460a4566e21e5e739a0663e0e,"Aéroport d'Orly","",1,1,0
8818,12,VJ390b197f8e1d2baf6f7cec6536b336135dbc3557,"Aéroport d'Orly","",1,1,0
8818,12,VJ8c0c84fa1350532e5e1a2099ce040f502e8cafd6,"Aéroport d'Orly","",1,1,0
8818,12,VJ368cf65756a0d4dc29ece1fe3c2e37482df22277,"Aéroport d'Orly","",1,1,0
8818,12,VJa9f3c1a8fbc52b4365201e4b1308cd48401b1e3a,"Aéroport d'Orly","",1,1,0
8818,12,VJb70e80926656202cfc8709a7ee55a217e3fc1eb0,"Aéroport d'Orly","",1,1,0
8818,51,VJcd96276cbeb38898c0f9f7d3de5240536d3e9957,"Aéroport d'Orly","",1,1,0
8818,197,VJaa04289ffe746df17f55d69c3e68a6a2acf06b49,"Aéroport d'Orly","",1,1,0
8818,51,VJ7ad7122729303d099fd6a8ebb4a1b471dac2382a,"Aéroport d'Orly","",1,1,0
8818,51,VJ19f38f4c165e81ab175ee56b1b7b6ea4dedc98ff,"Aéroport d'Orly","",1,1,0
8818,51,VJ2885fa43cf1d983d2f6292e2ba66dd48bb1899dd,"Aéroport d'Orly","",1,1,0
8818,51,VJ9977a82ac3cc1982ab1e5268589de460386731f2,"Aéroport d'Orly","",1,1,0
8818,51,VJ0109f4f082d147128419f2a2ad338c1618079884,"Aéroport d'Orly","",1,1,0
8818,51,VJ2d2b8e3ec1e85bc7deb607f885badab87e756f81,"Aéroport d'Orly","",1,1,0
8818,197,VJfe4481af74830116fc8add5b5286e23e828be5d7,"Aéroport d'Orly","",1,1,0
8818,51,VJacd4fcf28467ec85796c6e2332f079f7d22f79ab,"Aéroport d'Orly","",1,1,0
8818,51,VJd297cc76a6ed120bb358bfe3227e609a13cd2d99,"Aéroport d'Orly","",1,1,0
8818,51,VJdb838bfba5c58066def330f08f193c0640e27cb0,"Aéroport d'Orly","",1,1,0
8818,51,VJ169f113dbde03da148c44ff195ac4f105edf1c94,"Aéroport d'Orly","",1,1,0
8818,51,VJ64973d9405e142861b71ca0e8bdfc9d7b4a3d5af,"Aéroport d'Orly","",1,1,0
8818,51,VJ379ac4ba3ee16da94177e2180c3dce9c377ac9cf,"Aéroport d'Orly","",1,1,0
8818,51,VJ636d9af1136ced1b56cf63e3115fb05b009e188d,"Aéroport d'Orly","",1,1,0
8818,51,VJ7b85bb06983890896fac8748b02a1a12026adbcb,"Aéroport d'Orly","",1,1,0
8818,51,VJ94cd6d0105ba1869ca3806119cfad3285f5f8c65,"Aéroport d'Orly","",1,1,0
8818,51,VJ32a0ba52ca65ff944453e496628ee0a4a39f597c,"Aéroport d'Orly","",1,1,0
8818,51,VJ42ecb38bda40d6e2e7950525090340d56d82641c,"Aéroport d'Orly","",1,1,0
8818,51,VJc654cef73c88f7eb09ff962077ed197fdaad8a82,"Aéroport d'Orly","",1,1,0
8818,51,VJ2fa6ad8ffd414125e2f6896053e06498a8cbf5d4,"Aéroport d'Orly","",1,1,0
8818,197,VJ702089c5ed43288686406930d3970fb78087468a,"Aéroport d'Orly","",1,1,0
8818,51,VJ065131c2f03d7e0544d5fd70332e1dd55f4c07d4,"Aéroport d'Orly","",1,1,0
8818,51,VJa18291fe06745809b23d48b531c7c5098e538b1b,"Aéroport d'Orly","",1,1,0
8818,51,VJ2a5e2e6e1e5eb95a5e41f23cbed8747976d34236,"Aéroport d'Orly","",1,1,0
8818,197,VJ6cddb7b882eea776e9503b225234333e6c82aaeb,"Aéroport d'Orly","",1,1,0
8818,51,VJae58bdbb17408ad3f6bc24dcb78f87fb1a72ad79,"Aéroport d'Orly","",1,1,0
8818,51,VJ486f052415af755ca9fd592e166a6a3e5fd4e14b,"Aéroport d'Orly","",1,1,0
8818,51,VJ75505f1d3c182c46a9ab7f75513cd382f6dba54d,"Aéroport d'Orly","",1,1,0
8818,51,VJdfc081dbef41a523a2368940a9a2c40ec0b91fd1,"Aéroport d'Orly","",1,1,0
8818,51,VJb7965da103d9ca8cd038aa9d32b11b472e82501b,"Aéroport d'Orly","",1,1,0
8818,51,VJ6b10b385836569683c5f65a77075b0126646772b,"Aéroport d'Orly","",1,1,0
8818,51,VJ4f0435586ac9af23f6971ccf7114dc1f2a4e761f,"Aéroport d'Orly","",1,1,0
8818,51,VJ4fdf3d151fc9b79b58bf8cc0f5aebe7fb007fd9c,"Aéroport d'Orly","",1,1,0
8818,51,VJ3e8542a39f14d75754bbf8d271957f292f1eb05d,"Aéroport d'Orly","",1,1,0
8818,51,VJ741c3fe0be2b6d2fc7b7eee88dc9a79718be724d,"Aéroport d'Orly","",1,1,0
8818,51,VJ7c03cbf007be7f6f18c6c35cce20df844127fbbf,"Aéroport d'Orly","",1,1,0
8818,51,VJ3b1852e2af933d4322cfff8c755e33d0908f0bec,"Aéroport d'Orly","",1,1,0
8818,51,VJ187f8f72d6824fe76ceef39c92f691ead4728861,"Aéroport d'Orly","",1,1,0
8818,51,VJ469165bef3ab1214a0aa98d18fb1efcce61e70af,"Aéroport d'Orly","",1,1,0
8818,197,VJaa3f6726ca52a859fe6d3f42d06344909be5e82d,"Aéroport d'Orly","",1,1,0
8818,51,VJ62df01008f0cb566805855991adb731132109c8c,"Aéroport d'Orly","",1,1,0
8818,51,VJda0f8a1936b65f5118ec91100cdb42cb24037844,"Aéroport d'Orly","",1,1,0
8818,197,VJ2d45a0eddb4462368573ed5c5c086a6119ff1f03,"Aéroport d'Orly","",1,1,0
8818,51,VJ5a039aa10a6a5490468d91b5dd776563be0ba553,"Aéroport d'Orly","",1,1,0
8818,51,VJ09f67f947532acbb46d9f46911c716b9c3027e71,"Aéroport d'Orly","",1,1,0
8818,51,VJ51c311f2b7dbe0b013a509ffa0f9cf28cde3aa69,"Aéroport d'Orly","",1,1,0
8818,51,VJd4a1c490c0ee520789a0bbd1229ed191702c28a6,"Aéroport d'Orly","",1,1,0
8818,51,VJ320afd4ef5056567c2604331e952b12fd94381d8,"Aéroport d'Orly","",1,1,0
