source,target,airline,departure_ts,arrival_ts,distance,delay
ANC,SEA,AS,2015-01-01T23:54:00,2015-01-02T04:08:00,1448,-11.0
LAX,PBI,AA,2015-01-01T00:02:00,2015-01-01T07:41:00,2330,-8.0
SFO,CLT,US,2015-01-01T00:18:00,2015-01-01T08:11:00,2296,-2.0
LAX,MIA,AA,2015-01-01T00:15:00,2015-01-01T07:56:00,2342,-5.0
SEA,ANC,AS,2015-01-01T00:24:00,2015-01-01T02:59:00,1448,-1.0
SFO,MSP,DL,2015-01-01T00:20:00,2015-01-01T06:10:00,1589,-5.0
LAS,MSP,NK,2015-01-01T00:19:00,2015-01-01T05:09:00,1299,-6.0
LAX,CLT,US,2015-01-01T00:44:00,2015-01-01T07:53:00,2125,14.0
SFO,DFW,AA,2015-01-01T00:19:00,2015-01-01T05:32:00,1464,-11.0
LAS,ATL,DL,2015-01-01T00:33:00,2015-01-01T06:56:00,1747,3.0
DEN,ATL,DL,2015-01-01T00:24:00,2015-01-01T04:53:00,1199,-6.0
LAS,MIA,AA,2015-01-01T00:27:00,2015-01-01T07:53:00,2174,-8.0
LAX,MSP,DL,2015-01-01T00:35:00,2015-01-01T06:05:00,1535,0.0
SLC,ATL,DL,2015-01-01T00:34:00,2015-01-01T05:53:00,1590,-6.0
SEA,MSP,DL,2015-01-01T00:39:00,2015-01-01T05:57:00,1399,-1.0
ANC,SEA,AS,2015-01-01T00:41:00,2015-01-01T04:55:00,1448,-4.0
ANC,SEA,DL,2015-01-01T00:31:00,2015-01-01T04:51:00,1448,-14.0
SFO,IAH,UA,2015-01-01T00:42:00,2015-01-01T06:19:00,1635,-6.0
ANC,PDX,AS,2015-01-01T00:46:00,2015-01-01T05:07:00,1542,-4.0
PDX,MSP,DL,2015-01-01T00:45:00,2015-01-01T05:51:00,1426,-5.0
LAS,MCI,NK,2015-01-01T01:20:00,2015-01-01T05:43:00,1139,25.0
SEA,MIA,AA,2015-01-01T00:52:00,2015-01-01T09:39:00,2724,-8.0
LAS,DFW,NK,2015-01-01T01:02:00,2015-01-01T05:29:00,1055,-1.0
LAX,MIA,AA,2015-01-01T01:03:00,2015-01-01T08:39:00,2342,-2.0
LAS,MSP,DL,2015-01-01T01:02:00,2015-01-01T05:45:00,1299,-3.0
LAX,IAH,UA,2015-01-01T01:12:00,2015-01-01T06:07:00,1379,-3.0
FAI,SEA,AS,2015-01-01T01:07:00,2015-01-01T05:45:00,1533,-8.0
MSP,FLL,NK,2015-01-01T01:27:00,2015-01-01T06:07:00,1487,12.0
LAS,CLT,US,2015-01-01T01:10:00,2015-01-01T07:54:00,1916,-10.0
DEN,MIA,AA,2015-01-01T01:41:00,2015-01-01T07:09:00,1709,21.0
PHX,ORD,NK,2015-01-01T02:37:00,2015-01-01T06:32:00,1440,72.0
PHX,MIA,AA,2015-01-01T01:16:00,2015-01-01T07:10:00,1972,-11.0
SLC,ATL,DL,2015-01-01T01:34:00,2015-01-01T07:25:00,1590,-6.0
LAS,IAH,NK,2015-01-01T01:40:00,2015-01-01T06:30:00,1222,-4.0
LAS,HNL,HA,2015-01-01T01:45:00,2015-01-01T06:10:00,2762,0.0
ANC,PHX,US,2015-01-01T01:43:00,2015-01-01T09:05:00,2552,-9.0
SJU,EWR,UA,2015-01-01T01:57:00,2015-01-01T04:58:00,1608,3.0
ANC,SEA,AS,2015-01-01T01:40:00,2015-01-01T05:58:00,1448,-15.0
SJU,JFK,B6,2015-01-01T01:53:00,2015-01-01T05:01:00,1598,-2.0
PBG,FLL,NK,2015-01-01T01:39:00,2015-01-01T04:50:00,1334,-16.0
PHX,DFW,NK,2015-01-01T01:58:00,2015-01-01T05:03:00,868,-1.0
ANC,PDX,AS,2015-01-01T01:50:00,2015-01-01T06:19:00,1542,-10.0
IAG,FLL,NK,2015-01-01T01:55:00,2015-01-01T04:53:00,1176,-5.0
SJU,EWR,B6,2015-01-01T01:52:00,2015-01-01T05:16:00,1608,-14.0
PHX,CLT,US,2015-01-01T02:09:00,2015-01-01T07:28:00,1773,-11.0
ANC,SEA,AS,2015-01-01T02:09:00,2015-01-01T06:28:00,1448,-11.0
PSE,MCO,B6,2015-01-01T02:48:00,2015-01-01T04:51:00,1179,-7.0
BQN,EWR,UA,2015-01-01T02:58:00,2015-01-01T06:05:00,1585,-1.0
BQN,MCO,B6,2015-01-01T03:04:00,2015-01-01T05:20:00,1129,-3.0
SJU,BOS,B6,2015-01-01T03:16:00,2015-01-01T06:19:00,1674,-14.0
SJU,MCO,B6,2015-01-01T05:35:00,2015-01-01T07:30:00,1189,95.0
BQN,MCO,B6,2015-01-01T04:23:00,2015-01-01T06:06:00,1129,4.0
PSE,MCO,B6,2015-01-01T04:13:00,2015-01-01T06:29:00,1179,-11.0
SJU,BDL,B6,2015-01-01T05:50:00,2015-01-01T09:08:00,1666,72.0
ORD,PHX,US,2015-01-01T04:59:00,2015-01-01T07:51:00,1440,-1.0
GEG,SEA,AS,2015-01-01T04:56:00,2015-01-01T06:10:00,224,-4.0
HNL,ITO,HA,2015-01-01T04:52:00,2015-01-01T05:43:00,216,-8.0
ONT,SFO,OO,2015-01-01T05:13:00,2015-01-01T06:38:00,363,13.0
HNL,KOA,HA,2015-01-01T05:01:00,2015-01-01T05:49:00,163,-1.0
ANC,SEA,AS,2015-01-01T04:57:00,2015-01-01T09:16:00,1448,-8.0
HNL,OGG,HA,2015-01-01T04:54:00,2015-01-01T05:30:00,100,-11.0
ORD,IAH,UA,2015-01-01T05:14:00,2015-01-01T08:16:00,925,4.0
MCO,MIA,AA,2015-01-01T05:07:00,2015-01-01T06:02:00,192,-3.0
BOS,MYR,NK,2015-01-01T05:06:00,2015-01-01T07:20:00,738,-4.0
HIB,MSP,OO,2015-01-01T05:00:00,2015-01-01T06:18:00,174,-10.0
ABR,MSP,OO,2015-01-01T05:08:00,2015-01-01T06:15:00,257,-2.0
SEA,PHX,US,2015-01-01T05:10:00,2015-01-01T08:58:00,1107,-5.0
DFW,MIA,AA,2015-01-01T07:03:00,2015-01-01T10:38:00,1121,108.0
BOS,MIA,AA,2015-01-01T05:10:00,2015-01-01T08:45:00,1258,-5.0
MKE,IAH,EV,2015-01-01T05:17:00,2015-01-01T08:26:00,984,2.0
PDX,PHX,US,2015-01-01T06:20:00,2015-01-01T09:50:00,1009,60.0
IAH,MIA,AA,2015-01-01T06:18:00,2015-01-01T09:35:00,964,58.0
BNA,DTW,DL,2015-01-01T05:11:00,2015-01-01T07:57:00,456,-9.0
BRO,IAH,EV,2015-01-01T05:17:00,2015-01-01T06:29:00,308,-3.0
VPS,ATL,EV,2015-01-01T05:14:00,2015-01-01T07:11:00,250,-6.0
BOI,SFO,OO,2015-01-01T05:25:00,2015-01-01T06:15:00,522,5.0
BJI,MSP,OO,2015-01-01T05:17:00,2015-01-01T06:29:00,199,-3.0
HNL,LIH,HA,2015-01-01T05:13:00,2015-01-01T05:48:00,102,-10.0
BNA,ATL,EV,2015-01-01T05:25:00,2015-01-01T07:35:00,214,0.0
PHL,IAH,UA,2015-01-01T05:32:00,2015-01-01T08:26:00,1325,2.0
PDX,DEN,UA,2015-01-01T05:34:00,2015-01-01T08:56:00,991,4.0
SEA,DEN,UA,2015-01-01T05:29:00,2015-01-01T09:06:00,1024,-1.0
DEN,DFW,AA,2015-01-01T06:23:00,2015-01-01T09:41:00,641,53.0
SBN,ORD,EV,2015-01-01T05:27:00,2015-01-02T05:11:00,84,-3.0
PHL,MCO,F9,2015-01-01T05:26:00,2015-01-01T07:52:00,861,-4.0
ORD,FLL,NK,2015-01-01T05:26:00,2015-01-01T09:13:00,1182,-4.0
EUG,DEN,OO,2015-01-01T05:26:00,2015-01-01T09:26:00,996,-4.0
SFO,DEN,UA,2015-01-01T05:50:00,2015-01-01T09:23:00,967,19.0
ORD,DEN,UA,2015-01-01T05:40:00,2015-01-01T07:23:00,888,7.0
IAD,IAH,UA,2015-01-01T05:41:00,2015-01-01T08:16:00,1190,6.0
BUF,JFK,B6,2015-01-01T05:30:00,2015-01-01T06:48:00,301,-5.0
PWM,JFK,B6,2015-01-01T05:28:00,2015-01-01T06:35:00,273,-7.0
JFK,SJU,B6,2015-01-01T06:18:00,2015-01-01T10:39:00,1598,43.0
CRP,IAH,EV,2015-01-01T05:23:00,2015-01-01T06:15:00,201,-12.0
PIA,DTW,EV,2015-01-01T05:30:00,2015-01-01T07:45:00,346,-5.0
ORD,DTW,EV,2015-01-01T05:50:00,2015-01-01T07:57:00,235,15.0
FAT,LAX,OO,2015-01-01T05:30:00,2015-01-01T06:50:00,209,-5.0
SMF,DEN,UA,2015-01-01T06:34:00,2015-01-01T10:18:00,909,56.0
AUS,LAX,OO,2015-01-01T05:35:00,2015-01-01T06:54:00,1242,-3.0
BOS,BWI,B6,2015-01-01T05:36:00,2015-01-01T07:00:00,369,-4.0
ORD,BOS,B6,2015-01-01T05:29:00,2015-01-01T08:23:00,867,-11.0
PHX,DTW,DL,2015-01-01T08:08:00,2015-01-01T13:31:00,1671,148.0
MCI,ATL,DL,2015-01-01T05:46:00,2015-01-01T08:27:00,692,6.0
BOS,DTW,DL,2015-01-01T05:37:00,2015-01-01T07:42:00,632,-3.0
ATL,IAD,EV,2015-01-01T05:56:00,2015-01-01T07:39:00,534,16.0
JAX,EWR,EV,2015-01-01T05:31:00,2015-01-01T07:43:00,820,-9.0
MFR,DEN,OO,2015-01-01T05:38:00,2015-01-01T09:46:00,964,-2.0
SLC,IAH,OO,2015-01-01T05:37:00,2015-01-01T09:37:00,1195,-3.0
IDA,DEN,OO,2015-01-01T05:39:00,2015-01-01T07:32:00,458,-2.0
MSN,DEN,F9,2015-01-01T05:34:00,2015-01-01T06:58:00,826,-10.0
MKE,DTW,OO,2015-01-01T05:43:00,2015-01-01T07:38:00,237,-2.0
GEG,DEN,UA,2015-01-01T05:42:00,2015-01-01T08:58:00,836,-3.0
SEA,IAH,UA,2015-01-01T05:41:00,2015-01-01T12:07:00,1874,-4.0
DCA,IAH,UA,2015-01-01T05:50:00,2015-01-01T08:07:00,1208,5.0
SAT,DFW,AA,2015-01-01T05:39:00,2015-01-01T06:38:00,247,-6.0
JFK,MIA,AA,2015-01-01T06:40:00,2015-01-01T09:59:00,1089,55.0
BOS,PBI,B6,2015-01-01T05:51:00,2015-01-01T09:01:00,1197,6.0
BOS,JFK,B6,2015-01-01T05:43:00,2015-01-01T06:49:00,187,-2.0
JFK,BQN,B6,2015-01-01T05:45:00,2015-01-01T10:07:00,1576,0.0
DFW,ATL,DL,2015-01-01T06:03:00,2015-01-01T08:47:00,731,18.0
CHS,EWR,EV,2015-01-01T05:40:00,2015-01-01T07:42:00,628,-5.0
MKE,DEN,F9,2015-01-01T06:21:00,2015-01-01T07:43:00,896,36.0
MSP,DEN,F9,2015-01-01T05:38:00,2015-01-01T06:46:00,680,-7.0
DEN,LAX,OO,2015-01-01T06:58:00,2015-01-01T08:11:00,862,73.0
SBA,DEN,OO,2015-01-01T05:42:00,2015-01-01T09:29:00,916,-3.0
HNL,KOA,HA,2015-01-01T05:40:00,2015-01-01T06:24:00,163,-8.0
BOS,BUF,B6,2015-01-01T05:40:00,2015-01-01T07:19:00,395,-9.0
PDX,EWR,UA,2015-01-01T05:47:00,2015-01-01T13:29:00,2434,-3.0
IND,PHX,US,2015-01-01T05:45:00,2015-01-01T07:54:00,1488,-5.0
LAX,DEN,UA,2015-01-01T05:50:00,2015-01-01T09:06:00,862,0.0
CLE,IAH,UA,2015-01-01T06:29:00,2015-01-01T08:47:00,1091,39.0
BOS,EWR,UA,2015-01-01T05:52:00,2015-01-01T06:59:00,200,2.0
DEN,PHX,US,2015-01-01T05:50:00,2015-01-01T07:39:00,602,0.0
MCI,PHX,US,2015-01-01T05:44:00,2015-01-01T07:43:00,1044,-6.0
AUS,DFW,AA,2015-01-01T05:48:00,2015-01-01T06:49:00,190,-2.0
LAX,DFW,AA,2015-01-01T06:00:00,2015-01-01T10:52:00,1235,10.0
GSP,ATL,DL,2015-01-01T05:50:00,2015-01-01T06:49:00,153,0.0
MCO,EWR,B6,2015-01-01T05:48:00,2015-01-01T08:12:00,937,-2.0
MCI,IAH,EV,2015-01-01T05:48:00,2015-01-01T08:06:00,643,-2.0
BDL,IAD,EV,2015-01-01T05:43:00,2015-01-01T06:59:00,326,-7.0
RIC,IAH,EV,2015-01-01T05:48:00,2015-01-01T08:28:00,1157,-2.0
BFL,DEN,OO,2015-01-01T05:56:00,2015-01-01T09:40:00,845,6.0
SAT,SFO,OO,2015-01-01T05:57:00,2015-01-01T07:40:00,1482,7.0
OMA,IAH,OO,2015-01-01T06:05:00,2015-01-01T08:31:00,781,15.0
RDM,DEN,OO,2015-01-01T05:49:00,2015-01-01T09:19:00,898,-1.0
FLL,BDL,B6,2015-01-01T05:51:00,2015-01-01T08:48:00,1173,-2.0
CID,ATL,EV,2015-01-01T05:54:00,2015-01-01T08:48:00,694,0.0
SFO,DEN,WN,2015-01-01T05:53:00,2015-01-01T09:23:00,967,-2.0
MCO,LAX,UA,2015-01-01T05:57:00,2015-01-01T08:40:00,2218,2.0
TPA,EWR,UA,2015-01-01T05:49:00,2015-01-01T08:18:00,997,-6.0
SEA,DFW,AA,2015-01-01T05:55:00,2015-01-01T12:06:00,1660,0.0
BOS,DFW,AA,2015-01-01T05:51:00,2015-01-01T09:20:00,1562,-4.0
SYR,JFK,B6,2015-01-01T05:50:00,2015-01-01T07:05:00,209,-5.0
ROC,JFK,B6,2015-01-01T05:50:00,2015-01-01T07:03:00,264,-5.0
TYR,DFW,EV,2015-01-01T05:46:00,2015-01-01T06:36:00,102,-9.0
MCI,ORD,EV,2015-01-01T05:54:00,2015-01-01T07:17:00,403,-1.0
LAN,ORD,EV,2015-01-01T05:55:00,2015-01-01T06:10:00,179,0.0
BUF,EWR,EV,2015-01-01T09:28:00,2015-01-01T11:01:00,282,213.0
GSO,EWR,EV,2015-01-01T05:38:00,2015-01-01T07:08:00,445,-18.0
ORD,LGA,NK,2015-01-01T05:47:00,2015-01-01T09:27:00,733,-9.0
LAX,IAH,UA,2015-01-01T05:55:00,2015-01-01T10:53:00,1379,-2.0
EWR,MIA,AA,2015-01-01T05:52:00,2015-01-01T08:49:00,1085,-7.0
ONT,DEN,OO,2015-01-01T07:58:00,2015-01-01T11:16:00,819,119.0
MSP,DEN,UA,2015-01-01T05:56:00,2015-01-01T06:56:00,680,-4.0
PBI,IAH,UA,2015-01-01T05:55:00,2015-01-01T07:47:00,956,-5.0
PHX,IAH,UA,2015-01-01T07:51:00,2015-01-01T11:31:00,1009,111.0
RSW,IAH,UA,2015-01-01T06:00:00,2015-01-01T07:35:00,861,0.0
EWR,MCO,UA,2015-01-01T06:03:00,2015-01-01T08:35:00,937,3.0
OMA,ORD,UA,2015-01-01T06:12:00,2015-01-01T07:31:00,416,12.0
SMF,PHX,US,2015-01-01T05:51:00,2015-01-01T09:02:00,647,-9.0
OAK,PHX,US,2015-01-01T05:58:00,2015-01-01T09:03:00,646,-2.0
PVD,CLT,US,2015-01-01T05:55:00,2015-01-01T08:05:00,683,-5.0
RNO,DEN,UA,2015-01-01T05:57:00,2015-01-01T09:24:00,804,-3.0
PIT,IAH,UA,2015-01-01T06:22:00,2015-01-01T08:39:00,1117,22.0
DEN,IAH,UA,2015-01-01T05:52:00,2015-01-01T09:18:00,862,-8.0
BOS,BWI,WN,2015-01-01T05:56:00,2015-01-01T07:19:00,369,-4.0
LAS,BWI,WN,2015-01-01T06:02:00,2015-01-01T13:05:00,2106,2.0
ABQ,HOU,WN,2015-01-01T06:07:00,2015-01-01T09:22:00,759,7.0
PHX,SLC,WN,2015-01-01T06:01:00,2015-01-01T07:29:00,507,1.0
PIT,FLL,WN,2015-01-01T05:59:00,2015-01-01T08:24:00,994,-1.0
PVD,BWI,WN,2015-01-01T06:06:00,2015-01-01T07:27:00,327,6.0
SFO,ATL,WN,2015-01-01T05:54:00,2015-01-01T13:24:00,2139,-6.0
SFO,ORD,UA,2015-01-01T05:57:00,2015-01-01T12:13:00,1846,-3.0
MCO,EWR,UA,2015-01-01T05:55:00,2015-01-01T08:16:00,937,-5.0
PDX,IAH,UA,2015-01-01T06:13:00,2015-01-01T12:15:00,1825,13.0
BOS,ORD,UA,2015-01-01T05:57:00,2015-01-01T07:42:00,867,-3.0
SFO,LAX,UA,2015-01-01T06:05:00,2015-01-01T07:17:00,337,5.0
SAT,LAX,UA,2015-01-01T06:16:00,2015-01-01T07:24:00,1211,16.0
BOS,LAX,UA,2015-01-01T06:03:00,2015-01-01T09:39:00,2611,3.0
SEA,EWR,UA,2015-01-01T06:06:00,2015-01-01T13:57:00,2402,6.0
LAX,ORD,UA,2015-01-01T06:07:00,2015-01-01T11:54:00,1744,7.0
IAH,PHX,US,2015-01-01T05:53:00,2015-01-01T07:46:00,1009,-7.0
MCO,PHX,US,2015-01-01T05:57:00,2015-01-01T08:51:00,1849,-3.0
SFO,PHX,US,2015-01-01T05:57:00,2015-01-01T08:57:00,651,-3.0
DFW,MCO,AA,2015-01-01T06:06:00,2015-01-01T09:28:00,985,6.0
MIA,PHL,AA,2015-01-01T06:04:00,2015-01-01T08:58:00,1013,4.0
SLC,DFW,AA,2015-01-01T06:01:00,2015-01-01T10:02:00,989,1.0
MIA,DFW,AA,2015-01-01T05:59:00,2015-01-01T08:13:00,1121,-1.0
BWI,MIA,AA,2015-01-01T06:43:00,2015-01-01T09:14:00,946,43.0
DFW,LGA,AA,2015-01-01T05:54:00,2015-01-01T10:05:00,1389,-6.0
DEN,ORD,AA,2015-01-01T06:01:00,2015-01-01T09:08:00,888,1.0
MCI,DFW,AA,2015-01-01T06:06:00,2015-01-01T07:48:00,460,6.0
TUL,DFW,AA,2015-01-01T05:56:00,2015-01-01T07:04:00,237,-4.0
LGA,MIA,AA,2015-01-01T07:08:00,2015-01-01T10:02:00,1096,68.0
LIT,DFW,AA,2015-01-01T05:55:00,2015-01-01T07:10:00,304,-5.0
MIA,LGA,AA,2015-01-01T05:58:00,2015-01-01T08:46:00,1096,-2.0
LAS,DFW,AA,2015-01-01T05:57:00,2015-01-01T10:47:00,1055,-3.0
PDX,DFW,AA,2015-01-01T05:56:00,2015-01-01T11:42:00,1616,-4.0
TPA,DFW,AA,2015-01-01T05:54:00,2015-01-01T07:30:00,929,-6.0
SMF,DFW,AA,2015-01-01T06:11:00,2015-01-01T12:01:00,1431,11.0
MSY,MIA,AA,2015-01-01T05:55:00,2015-01-01T08:36:00,675,-5.0
LAX,ORD,AA,2015-01-01T05:57:00,2015-01-01T11:39:00,1744,-3.0
OMA,DFW,AA,2015-01-01T05:54:00,2015-01-01T08:05:00,583,-6.0
OKC,DFW,AA,2015-01-01T06:10:00,2015-01-01T07:35:00,175,10.0
SEA,ANC,AS,2015-01-01T05:57:00,2015-01-01T08:41:00,1448,-3.0
FAI,ANC,AS,2015-01-01T05:44:00,2015-01-01T07:04:00,261,-16.0
SEA,SJC,AS,2015-01-01T05:50:00,2015-01-01T07:54:00,697,-10.0
SEA,OAK,AS,2015-01-01T05:55:00,2015-01-01T07:43:00,671,-5.0
PDX,SJC,AS,2015-01-01T05:55:00,2015-01-01T07:29:00,569,-5.0
LAX,SEA,AS,2015-01-01T05:55:00,2015-01-01T08:41:00,954,-5.0
PHX,SEA,AS,2015-01-01T05:55:00,2015-01-01T07:43:00,1107,-5.0
DEN,SEA,AS,2015-01-01T05:49:00,2015-01-01T07:36:00,1024,-11.0
GEG,SEA,AS,2015-01-01T05:58:00,2015-01-01T07:18:00,224,-2.0
RSW,JFK,B6,2015-01-01T05:57:00,2015-01-01T08:39:00,1074,-3.0
PBI,JFK,B6,2015-01-01T05:59:00,2015-01-01T08:43:00,1028,-1.0
JFK,PBI,B6,2015-01-01T05:54:00,2015-01-01T08:36:00,1028,-6.0
TPA,JFK,B6,2015-01-01T05:53:00,2015-01-01T08:26:00,1005,-7.0
FLL,LGA,B6,2015-01-01T05:59:00,2015-01-01T08:43:00,1076,-1.0
OAK,LGB,B6,2015-01-01T05:52:00,2015-01-01T07:10:00,353,-8.0
LGA,FLL,B6,2015-01-01T06:00:00,2015-01-01T08:57:00,1076,0.0
JFK,MCO,B6,2015-01-01T05:57:00,2015-01-01T08:32:00,944,-3.0
EWR,FLL,B6,2015-01-01T05:56:00,2015-01-01T08:39:00,1065,-4.0
JFK,TPA,B6,2015-01-01T05:54:00,2015-01-01T09:00:00,1005,-6.0
PSE,JFK,B6,2015-01-01T05:57:00,2015-01-01T08:56:00,1617,-3.0
MSY,JFK,B6,2015-01-01T05:50:00,2015-01-01T09:30:00,1182,-10.0
AUS,JFK,B6,2015-01-01T05:59:00,2015-01-01T10:13:00,1521,-1.0
BQN,JFK,B6,2015-01-01T06:01:00,2015-01-01T09:07:00,1576,1.0
TPA,BOS,B6,2015-01-01T05:54:00,2015-01-01T08:41:00,1185,-6.0
JAX,JFK,B6,2015-01-01T06:00:00,2015-01-01T08:16:00,828,0.0
DCA,BOS,B6,2015-01-01T05:57:00,2015-01-01T07:25:00,399,-3.0
JFK,ATL,DL,2015-01-01T06:05:00,2015-01-01T08:24:00,760,5.0
LGA,DTW,DL,2015-01-01T06:04:00,2015-01-01T07:57:00,502,4.0
RNO,SLC,DL,2015-01-01T06:00:00,2015-01-01T08:58:00,422,0.0
BOS,JFK,DL,2015-01-01T05:56:00,2015-01-01T07:12:00,187,-4.0
BOS,MSP,DL,2015-01-01T06:00:00,2015-01-01T08:32:00,1124,0.0
LGA,ATL,DL,2015-01-01T06:01:00,2015-01-01T08:07:00,762,1.0
ORD,ATL,DL,2015-01-01T06:02:00,2015-01-01T08:46:00,606,2.0
ANC,MSP,DL,2015-01-01T05:57:00,2015-01-01T13:37:00,2519,-3.0
ATW,ATL,DL,2015-01-01T06:01:00,2015-01-01T08:51:00,765,1.0
PHX,ATL,DL,2015-01-01T08:04:00,2015-01-01T13:14:00,1587,124.0
PNS,ATL,DL,2015-01-01T05:54:00,2015-01-01T07:49:00,271,-6.0
MCO,SLC,DL,2015-01-01T05:54:00,2015-01-01T08:54:00,1931,-6.0
DCA,MIA,AA,2015-01-01T06:05:00,2015-01-01T08:36:00,919,5.0
RIC,ATL,DL,2015-01-01T05:54:00,2015-01-01T07:25:00,481,-6.0
LAX,ATL,DL,2015-01-01T05:59:00,2015-01-01T12:50:00,1947,-1.0
BOS,ATL,DL,2015-01-01T05:58:00,2015-01-01T08:49:00,946,-2.0
LAS,DTW,DL,2015-01-01T05:59:00,2015-01-01T12:31:00,1749,-1.0
OKC,ATL,DL,2015-01-01T05:50:00,2015-01-01T09:01:00,761,-10.0
MCO,MSP,DL,2015-01-01T05:50:00,2015-01-01T08:22:00,1310,-10.0
MEM,ATL,DL,2015-01-01T06:17:00,2015-01-01T08:16:00,332,17.0
TUL,ATL,DL,2015-01-01T05:55:00,2015-01-01T08:34:00,674,-5.0
BWI,DTW,DL,2015-01-01T05:51:00,2015-01-01T07:23:00,409,-9.0
BOS,PHL,B6,2015-01-01T05:54:00,2015-01-01T07:18:00,280,-6.0
MCO,LGA,B6,2015-01-01T05:57:00,2015-01-01T08:27:00,950,-3.0
FLL,JFK,B6,2015-01-01T06:10:00,2015-01-01T09:00:00,1069,10.0
SJU,JFK,B6,2015-01-01T06:27:00,2015-01-01T10:01:00,1598,27.0
BOS,DCA,B6,2015-01-01T05:52:00,2015-01-01T07:24:00,399,-8.0
TYS,DFW,EV,2015-01-01T05:59:00,2015-01-01T07:45:00,772,-1.0
MHT,ORD,EV,2015-01-01T05:55:00,2015-01-01T07:49:00,843,-5.0
SAV,EWR,EV,2015-01-01T07:26:00,2015-01-01T09:31:00,708,86.0
MEM,EWR,EV,2015-01-01T05:52:00,2015-01-01T09:18:00,946,-8.0
CLT,ORD,EV,2015-01-01T05:59:00,2015-01-01T07:21:00,599,-1.0
TYS,IAD,EV,2015-01-01T05:53:00,2015-01-01T07:23:00,419,-7.0
GRB,ORD,EV,2015-01-01T05:56:00,2015-01-01T06:53:00,173,-4.0
ABE,DTW,EV,2015-01-01T05:52:00,2015-01-01T07:33:00,425,-8.0
JAN,ATL,EV,2015-01-01T05:59:00,2015-01-01T08:09:00,341,-1.0
OAJ,ATL,EV,2015-01-01T05:52:00,2015-01-01T07:29:00,399,-8.0
FAR,ORD,EV,2015-01-01T06:03:00,2015-01-01T08:03:00,557,3.0
JAN,ORD,EV,2015-01-01T05:56:00,2015-01-01T07:55:00,677,-4.0
ERI,ORD,EV,2015-01-01T06:16:00,2015-01-01T06:51:00,398,16.0
ATW,ORD,EV,2015-01-01T06:00:00,2015-01-01T07:03:00,160,0.0
LEX,ORD,EV,2015-01-01T05:56:00,2015-01-01T06:19:00,323,-4.0
CWA,ORD,EV,2015-01-01T05:50:00,2015-01-01T07:13:00,212,-10.0
CLE,FLL,F9,2015-01-01T05:56:00,2015-01-01T08:33:00,1062,-4.0
IAH,SFO,F9,2015-01-01T05:52:00,2015-01-01T08:14:00,1635,-8.0
SEA,DEN,F9,2015-01-01T06:05:00,2015-01-01T09:33:00,1024,5.0
SFO,IAH,F9,2015-01-01T05:52:00,2015-01-01T11:46:00,1635,-8.0
TTN,ATL,F9,2015-01-01T05:57:00,2015-01-01T08:08:00,701,-3.0
ATL,TTN,F9,2015-01-01T06:19:00,2015-01-01T08:14:00,701,19.0
HNL,ITO,HA,2015-01-01T05:53:00,2015-01-01T06:46:00,216,-7.0
RDU,JFK,MQ,2015-01-01T05:55:00,2015-01-01T07:38:00,427,-5.0
CVG,MIA,MQ,2015-01-01T05:56:00,2015-01-01T08:26:00,948,-4.0
PNS,MIA,MQ,2015-01-01T05:55:00,2015-01-01T08:31:00,530,-5.0
BHM,MIA,MQ,2015-01-01T06:00:00,2015-01-01T08:52:00,661,0.0
OAK,LAS,NK,2015-01-01T05:51:00,2015-01-01T07:15:00,407,-9.0
DFW,OAK,NK,2015-01-01T06:00:00,2015-01-01T07:29:00,1457,0.0
ACY,RSW,NK,2015-01-01T07:42:00,2015-01-01T10:17:00,982,102.0
DTW,LGA,NK,2015-01-01T05:58:00,2015-01-01T08:36:00,502,-2.0
DFW,FLL,NK,2015-01-01T06:03:00,2015-01-01T10:14:00,1119,3.0
SMF,LAX,OO,2015-01-01T05:51:00,2015-01-01T07:28:00,373,-9.0
RAP,DEN,OO,2015-01-01T06:00:00,2015-01-01T07:30:00,300,0.0
TUS,SFO,OO,2015-01-01T06:04:00,2015-01-01T07:20:00,751,4.0
EAU,ORD,OO,2015-01-01T05:52:00,2015-01-01T06:50:00,268,-8.0
DLH,ORD,OO,2015-01-01T05:56:00,2015-01-01T07:32:00,397,-4.0
FSD,ORD,OO,2015-01-01T05:57:00,2015-01-01T07:38:00,462,-3.0
AUS,SFO,OO,2015-01-01T05:56:00,2015-01-01T07:53:00,1504,-4.0
FAT,SEA,OO,2015-01-01T05:57:00,2015-01-01T08:13:00,748,-3.0
ONT,PDX,OO,2015-01-01T05:50:00,2015-01-01T08:08:00,838,-10.0
INL,BRD,OO,2015-01-01T05:50:00,2015-01-01T06:55:00,153,-10.0
BOI,LAX,OO,2015-01-01T06:39:00,2015-01-01T07:40:00,674,39.0
SPI,ORD,OO,2015-01-01T06:04:00,2015-01-01T07:09:00,174,4.0
CLD,LAX,OO,2015-01-01T06:54:00,2015-01-01T08:19:00,86,54.0
COD,DEN,OO,2015-01-01T05:59:00,2015-01-01T07:32:00,391,-1.0
FAT,SFO,OO,2015-01-01T06:00:00,2015-01-01T07:21:00,158,0.0
CMH,MIA,MQ,2015-01-01T05:55:00,2015-01-01T08:35:00,990,-5.0
PSC,DEN,OO,2015-01-01T06:01:00,2015-01-01T09:26:00,852,1.0
CPR,DEN,OO,2015-01-01T06:04:00,2015-01-01T07:21:00,230,4.0
