source,target,airline,departure_ts,arrival_ts,distance,delay
MIA,EWR,AA,2015-01-04T07:17:00,2015-01-04T10:03:00,1085,-3.0
MIA,MCO,AA,2015-01-04T07:19:00,2015-01-04T08:25:00,192,-1.0
BDL,DFW,AA,2015-01-04T07:37:00,2015-01-04T11:37:00,1471,17.0
LAX,DFW,AA,2015-01-04T07:17:00,2015-01-04T12:29:00,1235,-3.0
SEA,SFO,AS,2015-01-04T07:18:00,2015-01-04T09:22:00,679,-2.0
PDX,KOA,AS,2015-01-04T07:06:00,2015-01-04T11:13:00,2607,-14.0
OAK,OGG,AS,2015-01-04T07:08:00,2015-01-04T10:38:00,2349,-12.0
BDL,FLL,B6,2015-01-04T07:15:00,2015-01-04T11:08:00,1173,-5.0
BDL,ATL,DL,2015-01-04T08:03:00,2015-01-04T11:03:00,859,43.0
CVG,TPA,DL,2015-01-04T07:16:00,2015-01-04T09:21:00,773,-4.0
ATL,SLC,DL,2015-01-04T07:30:00,2015-01-04T09:36:00,1590,10.0
MCO,ATL,DL,2015-01-04T07:34:00,2015-01-04T09:14:00,404,14.0
IAH,PNS,EV,2015-01-04T07:22:00,2015-01-04T08:50:00,489,2.0
IAH,DAL,EV,2015-01-04T07:17:00,2015-01-04T08:15:00,216,-3.0
CHA,DTW,EV,2015-01-04T07:37:00,2015-01-04T09:10:00,505,17.0
CLE,MSP,EV,2015-01-04T07:20:00,2015-01-04T08:23:00,622,0.0
IAH,DTW,EV,2015-01-04T07:15:00,2015-01-04T10:37:00,1075,-5.0
BTR,ATL,EV,2015-01-04T08:06:00,2015-01-04T10:38:00,448,46.0
IAD,MEM,F9,2015-01-04T07:24:00,2015-01-04T08:54:00,742,4.0
IAH,CMH,EV,2015-01-04T07:39:00,2015-01-04T11:04:00,986,19.0
DFW,HOU,MQ,2015-01-04T07:18:00,2015-01-04T08:37:00,247,-2.0
LCH,DFW,MQ,2015-01-04T07:12:00,2015-01-04T08:33:00,295,-8.0
ORD,DAY,MQ,2015-01-04T07:14:00,2015-01-04T10:01:00,240,-6.0
BIS,DFW,MQ,2015-01-04T07:44:00,2015-01-04T10:31:00,977,24.0
DFW,CVG,MQ,2015-01-04T07:16:00,2015-01-04T10:17:00,812,-4.0
CMH,ORD,MQ,2015-01-04T07:18:00,2015-01-04T08:25:00,296,-2.0
IAH,MCO,NK,2015-01-04T07:15:00,2015-01-04T10:40:00,854,-5.0
MBS,MSP,OO,2015-01-04T07:22:00,2015-01-04T08:11:00,463,2.0
MSP,FAR,OO,2015-01-04T07:15:00,2015-01-04T08:22:00,223,-5.0
DEN,SLC,OO,2015-01-04T07:10:00,2015-01-04T09:40:00,391,-10.0
ASE,ORD,OO,2015-01-04T07:58:00,2015-01-04T11:37:00,1013,38.0
IAH,CLE,OO,2015-01-04T07:34:00,2015-01-04T11:10:00,1091,14.0
CPR,DEN,OO,2015-01-04T07:17:00,2015-01-04T08:21:00,230,-3.0
LAX,CLD,OO,2015-01-04T07:30:00,2015-01-04T08:14:00,86,9.0
IAH,LAS,UA,2015-01-04T07:25:00,2015-01-04T08:46:00,1222,4.0
IAH,RDU,EV,2015-01-04T07:20:00,2015-01-04T11:13:00,1042,-1.0
TYS,ORD,EV,2015-01-04T07:16:00,2015-01-04T07:46:00,475,-5.0
ELP,DEN,EV,2015-01-04T07:23:00,2015-01-04T09:30:00,563,2.0
HNL,ITO,HA,2015-01-04T07:18:00,2015-01-04T08:09:00,216,-3.0
SFO,SAN,UA,2015-01-04T07:34:00,2015-01-04T08:57:00,447,12.0
SLC,LAX,DL,2015-01-04T07:22:00,2015-01-04T08:09:00,590,0.0
IAH,BNA,EV,2015-01-04T07:36:00,2015-01-04T09:18:00,657,14.0
ORD,BUF,EV,2015-01-04T08:35:00,2015-01-04T11:30:00,473,73.0
JNU,KTN,AS,2015-01-04T07:23:00,2015-01-04T09:04:00,234,0.0
IAH,SEA,UA,2015-01-04T07:22:00,2015-01-04T10:26:00,1874,-2.0
EWR,IAH,UA,2015-01-04T07:25:00,2015-01-04T10:19:00,1400,1.0
PHL,DTW,DL,2015-01-04T08:18:00,2015-01-04T09:57:00,453,54.0
HNL,SFO,UA,2015-01-04T07:26:00,2015-01-04T14:30:00,2398,1.0
JAC,DEN,UA,2015-01-04T07:23:00,2015-01-04T10:14:00,406,-2.0
PHX,IAD,UA,2015-01-04T07:24:00,2015-01-04T13:23:00,1956,-1.0
PHL,ORD,UA,2015-01-04T07:34:00,2015-01-04T08:53:00,678,9.0
ATL,SFO,UA,2015-01-04T07:46:00,2015-01-04T09:58:00,2139,21.0
EWR,FLL,UA,2015-01-04T07:33:00,2015-01-04T10:25:00,1065,8.0
CMH,PHX,US,2015-01-04T07:25:00,2015-01-04T09:49:00,1670,0.0
DTW,PHX,US,2015-01-04T07:19:00,2015-01-04T09:41:00,1671,-6.0
ORD,CLT,US,2015-01-04T07:21:00,2015-01-04T11:09:00,599,-4.0
DAL,AUS,WN,2015-01-04T07:23:00,2015-01-04T08:15:00,189,-2.0
FLL,ATL,WN,2015-01-04T07:18:00,2015-01-04T09:03:00,581,-7.0
JAX,BWI,WN,2015-01-04T07:23:00,2015-01-04T09:46:00,663,-2.0
MDW,PIT,WN,2015-01-04T07:26:00,2015-01-04T09:50:00,402,1.0
OAK,LAS,WN,2015-01-04T07:24:00,2015-01-04T08:49:00,407,-1.0
PHL,ATL,WN,2015-01-04T07:27:00,2015-01-04T09:36:00,666,2.0
PHL,TPA,WN,2015-01-04T07:22:00,2015-01-04T10:09:00,920,-3.0
PIT,RSW,WN,2015-01-04T07:32:00,2015-01-04T10:17:00,966,7.0
SJC,SEA,WN,2015-01-04T07:24:00,2015-01-04T09:34:00,697,-1.0
ABQ,SAN,WN,2015-01-04T07:21:00,2015-01-04T08:09:00,628,-4.0
ATL,BOS,WN,2015-01-04T07:29:00,2015-01-04T09:49:00,946,4.0
BDL,DEN,WN,2015-01-04T07:55:00,2015-01-04T11:28:00,1671,30.0
SJC,ORD,AA,2015-01-04T07:56:00,2015-01-04T14:47:00,1829,31.0
ABQ,DFW,AA,2015-01-04T07:21:00,2015-01-04T10:07:00,569,-4.0
PSP,DFW,AA,2015-01-04T07:27:00,2015-01-04T12:17:00,1126,2.0
TPA,LAX,AA,2015-01-04T07:57:00,2015-01-04T11:07:00,2158,32.0
ORD,TPA,AA,2015-01-04T07:31:00,2015-01-04T11:29:00,1012,6.0
BNA,DFW,AA,2015-01-04T07:21:00,2015-01-04T09:35:00,631,-4.0
ORD,MIA,AA,2015-01-04T07:39:00,2015-01-04T11:55:00,1197,14.0
PDX,SFO,AS,2015-01-04T07:16:00,2015-01-04T09:10:00,550,-9.0
SEA,LAS,AS,2015-01-04T07:23:00,2015-01-04T09:45:00,867,-2.0
SEA,PHX,AS,2015-01-04T07:20:00,2015-01-04T10:48:00,1107,-5.0
BUF,FLL,B6,2015-01-04T07:16:00,2015-01-04T10:24:00,1165,-9.0
IAH,ATL,DL,2015-01-04T07:19:00,2015-01-04T10:22:00,689,-6.0
DTW,RSW,DL,2015-01-04T07:24:00,2015-01-04T10:25:00,1084,-1.0
ATL,JAX,DL,2015-01-04T07:24:00,2015-01-04T08:30:00,270,-1.0
MEM,MCO,DL,2015-01-04T07:17:00,2015-01-04T10:39:00,684,-8.0
DTW,ATL,DL,2015-01-04T07:24:00,2015-01-04T09:44:00,594,-1.0
TRI,ATL,DL,2015-01-04T07:22:00,2015-01-04T08:32:00,227,-3.0
DTW,TPA,DL,2015-01-04T09:23:00,2015-01-04T12:28:00,983,118.0
ATL,BOS,DL,2015-01-04T07:25:00,2015-01-04T09:33:00,946,0.0
ATL,BOS,DL,2015-01-04T07:49:00,2015-01-04T10:03:00,946,24.0
ATL,MSP,DL,2015-01-04T07:24:00,2015-01-04T08:41:00,907,-1.0
ATL,CVG,DL,2015-01-04T07:28:00,2015-01-04T08:36:00,373,3.0
DTW,LGA,DL,2015-01-04T07:23:00,2015-01-04T09:01:00,502,-2.0
ATL,DTW,DL,2015-01-04T07:46:00,2015-01-04T09:24:00,594,21.0
PHL,ATL,DL,2015-01-04T07:32:00,2015-01-04T09:45:00,666,7.0
LAX,SLC,DL,2015-01-04T07:23:00,2015-01-04T10:23:00,590,-2.0
DTW,FLL,DL,2015-01-04T07:23:00,2015-01-04T11:00:00,1127,-2.0
RAP,DFW,EV,2015-01-04T10:37:00,2015-01-04T14:28:00,835,192.0
DFW,CRP,EV,2015-01-04T07:33:00,2015-01-04T08:51:00,354,8.0
MEI,DFW,EV,2015-01-04T07:25:00,2015-01-04T09:17:00,485,0.0
MSP,ORD,EV,2015-01-04T07:30:00,2015-01-04T09:25:00,334,5.0
IAH,MFE,EV,2015-01-04T07:21:00,2015-01-04T08:52:00,316,-4.0
AUS,DTW,EV,2015-01-04T07:23:00,2015-01-04T10:58:00,1149,-2.0
TVC,ORD,MQ,2015-01-04T07:14:00,2015-01-04T10:09:00,224,-11.0
GNV,MIA,MQ,2015-01-04T07:45:00,2015-01-04T08:50:00,294,20.0
DTW,DFW,NK,2015-01-04T07:25:00,2015-01-04T09:49:00,986,0.0
ORD,LAX,NK,2015-01-04T07:24:00,2015-01-04T09:55:00,1744,-1.0
SLC,LAX,OO,2015-01-04T08:15:00,2015-01-04T09:02:00,590,50.0
SBN,MSP,OO,2015-01-04T09:36:00,2015-01-04T10:03:00,411,131.0
TUS,DEN,OO,2015-01-04T07:13:00,2015-01-04T09:11:00,639,-12.0
DTW,MIA,DL,2015-01-04T07:22:00,2015-01-04T10:49:00,1145,-4.0
HNL,LIH,HA,2015-01-04T07:25:00,2015-01-04T08:13:00,102,-1.0
IAH,LAX,UA,2015-01-04T07:29:00,2015-01-04T09:23:00,1379,2.0
IAH,GPT,EV,2015-01-04T07:26:00,2015-01-04T08:58:00,376,-1.0
DIK,DEN,EV,2015-01-04T07:22:00,2015-01-04T09:02:00,488,-5.0
ORD,IAH,UA,2015-01-04T07:25:00,2015-01-04T10:26:00,925,-3.0
BIL,DEN,UA,2015-01-04T08:55:00,2015-01-04T10:15:00,455,87.0
TPA,JFK,B6,2015-01-04T07:21:00,2015-01-04T09:47:00,1005,-7.0
DTW,MCO,DL,2015-01-04T07:26:00,2015-01-04T10:19:00,957,-2.0
IAH,MSY,EV,2015-01-04T07:26:00,2015-01-04T08:44:00,305,-2.0
LGA,IAH,UA,2015-01-04T07:34:00,2015-01-04T10:45:00,1416,5.0
JFK,MCO,B6,2015-01-04T07:25:00,2015-01-04T10:17:00,944,-4.0
LGA,TPA,B6,2015-01-04T07:25:00,2015-01-04T10:28:00,1010,-4.0
BNA,SLC,OO,2015-01-04T07:28:00,2015-01-04T10:28:00,1404,-1.0
MSY,IAH,UA,2015-01-04T07:23:00,2015-01-04T08:36:00,305,-7.0
SEA,IAH,UA,2015-01-04T07:25:00,2015-01-04T13:32:00,1874,-5.0
IAH,DEN,UA,2015-01-04T07:55:00,2015-01-04T09:30:00,862,25.0
IAH,IAD,UA,2015-01-04T07:29:00,2015-01-04T11:12:00,1190,-1.0
IAH,DCA,UA,2015-01-04T07:34:00,2015-01-04T11:18:00,1208,4.0
MSY,DCA,US,2015-01-04T07:47:00,2015-01-04T10:52:00,969,17.0
PHX,CLT,US,2015-01-04T07:47:00,2015-01-04T13:37:00,1773,17.0
CLT,DFW,US,2015-01-04T07:27:00,2015-01-04T09:22:00,936,-3.0
MSP,PHX,US,2015-01-04T07:44:00,2015-01-04T10:05:00,1276,14.0
CLT,PHL,US,2015-01-04T08:18:00,2015-01-04T09:59:00,449,48.0
STL,PHX,US,2015-01-04T07:30:00,2015-01-04T10:24:00,1262,0.0
CLT,SFO,US,2015-01-04T07:26:00,2015-01-04T10:12:00,2296,-4.0
CLT,PHX,US,2015-01-04T07:29:00,2015-01-04T10:33:00,1773,-1.0
SJU,CLT,US,2015-01-04T07:47:00,2015-01-04T10:34:00,1475,17.0
ORD,PHL,US,2015-01-04T08:24:00,2015-01-04T11:31:00,678,54.0
CLT,RSW,US,2015-01-04T07:27:00,2015-01-04T09:25:00,600,-3.0
LGA,PHL,US,2015-01-04T07:27:00,2015-01-04T08:46:00,96,-3.0
LAX,JFK,VX,2015-01-04T09:22:00,2015-01-04T18:07:00,2475,112.0
LAX,SEA,VX,2015-01-04T07:30:00,2015-01-04T10:10:00,954,0.0
JFK,SFO,VX,2015-01-04T07:36:00,2015-01-04T11:13:00,2586,6.0
EWR,SFO,VX,2015-01-04T07:27:00,2015-01-04T10:51:00,2565,-3.0
DAL,HOU,WN,2015-01-04T07:27:00,2015-01-04T08:23:00,239,-3.0
HOU,MSY,WN,2015-01-04T07:28:00,2015-01-04T08:28:00,302,-2.0
LAS,LAX,WN,2015-01-04T08:06:00,2015-01-04T09:12:00,236,36.0
LAS,SMF,WN,2015-01-04T07:26:00,2015-01-04T08:49:00,397,-4.0
MCI,HOU,WN,2015-01-04T07:34:00,2015-01-04T09:40:00,666,4.0
MDW,CMH,WN,2015-01-04T07:27:00,2015-01-04T10:07:00,283,-3.0
MDW,LGA,WN,2015-01-04T07:28:00,2015-01-04T10:49:00,725,-2.0
OKC,MDW,WN,2015-01-04T07:29:00,2015-01-04T09:24:00,691,-1.0
ONT,LAS,WN,2015-01-04T07:43:00,2015-01-04T08:31:00,197,13.0
SAN,OAK,WN,2015-01-04T07:26:00,2015-01-04T08:50:00,446,-4.0
SFO,SAN,WN,2015-01-04T07:22:00,2015-01-04T08:41:00,447,-8.0
SJC,LAS,WN,2015-01-04T08:23:00,2015-01-04T09:42:00,386,53.0
SJU,FLL,WN,2015-01-04T07:23:00,2015-01-04T09:05:00,1046,-7.0
ABQ,PHX,WN,2015-01-04T07:26:00,2015-01-04T08:40:00,328,-4.0
BOI,DEN,WN,2015-01-04T07:28:00,2015-01-04T09:01:00,649,-2.0
BUR,LAS,WN,2015-01-04T07:23:00,2015-01-04T08:10:00,223,-7.0
DCA,DFW,AA,2015-01-04T07:23:00,2015-01-04T10:11:00,1192,-7.0
SFO,LAX,AA,2015-01-04T07:24:00,2015-01-04T08:58:00,337,-6.0
JFK,BOS,AA,2015-01-04T07:27:00,2015-01-04T08:28:00,187,-3.0
LGA,ORD,AA,2015-01-04T07:27:00,2015-01-04T09:05:00,733,-3.0
ORD,LGA,AA,2015-01-04T07:42:00,2015-01-04T10:35:00,733,12.0
LAX,ORD,AA,2015-01-04T07:26:00,2015-01-04T13:45:00,1744,-4.0
LGA,DFW,AA,2015-01-04T07:28:00,2015-01-04T10:59:00,1389,-2.0
STL,ORD,AA,2015-01-04T07:22:00,2015-01-04T08:31:00,258,-8.0
LGA,PBI,AA,2015-01-04T07:25:00,2015-01-04T10:45:00,1035,-5.0
MCO,MIA,AA,2015-01-04T09:07:00,2015-01-04T10:16:00,192,97.0
DFW,LAS,AA,2015-01-04T07:26:00,2015-01-04T08:14:00,1055,-4.0
ORD,DFW,AA,2015-01-04T07:54:00,2015-01-04T10:30:00,802,24.0
ORD,AUS,AA,2015-01-04T08:57:00,2015-01-04T11:32:00,978,87.0
ORD,RSW,AA,2015-01-04T07:55:00,2015-01-04T12:02:00,1120,25.0
BOS,FLL,B6,2015-01-04T07:33:00,2015-01-04T11:17:00,1237,3.0
FLL,BOS,B6,2015-01-04T07:26:00,2015-01-04T10:11:00,1237,-4.0
EWR,SJU,B6,2015-01-04T07:58:00,2015-01-04T12:57:00,1608,28.0
FLL,JFK,B6,2015-01-04T07:26:00,2015-01-04T10:08:00,1069,-4.0
CHS,ATL,DL,2015-01-04T07:26:00,2015-01-04T08:41:00,259,-4.0
CVG,MCO,DL,2015-01-04T07:25:00,2015-01-04T09:35:00,757,-5.0
PNS,ATL,DL,2015-01-04T07:24:00,2015-01-04T09:39:00,271,-6.0
DCA,DTW,DL,2015-01-04T07:38:00,2015-01-04T09:07:00,405,8.0
MSP,ATL,DL,2015-01-04T07:27:00,2015-01-04T10:55:00,907,-3.0
GSO,ATL,DL,2015-01-04T10:18:00,2015-01-04T11:43:00,306,168.0
MSP,MIA,DL,2015-01-04T07:30:00,2015-01-04T12:35:00,1501,0.0
MIA,ATL,DL,2015-01-04T07:29:00,2015-01-04T09:12:00,594,-1.0
LAX,ATL,DL,2015-01-04T07:38:00,2015-01-04T14:48:00,1947,8.0
DEN,LGA,DL,2015-01-04T07:51:00,2015-01-04T13:30:00,1620,21.0
SLC,DTW,DL,2015-01-04T07:48:00,2015-01-04T13:02:00,1481,18.0
GEG,MSP,DL,2015-01-04T07:30:00,2015-01-04T13:35:00,1175,0.0
ATL,MIA,DL,2015-01-04T07:31:00,2015-01-04T09:17:00,594,1.0
SDF,ATL,DL,2015-01-04T07:33:00,2015-01-04T09:11:00,321,3.0
FLL,JFK,DL,2015-01-04T07:25:00,2015-01-04T09:57:00,1069,-5.0
TPA,ATL,DL,2015-01-04T07:27:00,2015-01-04T08:55:00,406,-3.0
BWI,SLC,DL,2015-01-04T07:45:00,2015-01-04T10:37:00,1865,15.0
HPN,RSW,B6,2015-01-04T07:20:00,2015-01-04T10:27:00,1102,-10.0
HPN,ORD,EV,2015-01-04T07:43:00,2015-01-04T09:27:00,738,13.0
IAH,CRP,EV,2015-01-04T07:36:00,2015-01-04T08:56:00,201,6.0
EWR,DAY,EV,2015-01-04T07:25:00,2015-01-04T09:27:00,533,-5.0
LBB,IAH,EV,2015-01-04T07:52:00,2015-01-04T09:35:00,458,22.0
IAH,SAT,EV,2015-01-04T07:25:00,2015-01-04T08:41:00,191,-5.0
IAH,CHS,EV,2015-01-04T07:28:00,2015-01-04T10:49:00,925,-2.0
CAE,ATL,EV,2015-01-04T07:21:00,2015-01-04T08:33:00,192,-9.0
CSG,ATL,EV,2015-01-04T07:25:00,2015-01-04T08:11:00,83,-5.0
MSP,MDW,EV,2015-01-04T07:29:00,2015-01-04T09:27:00,349,-1.0
GSO,DFW,MQ,2015-01-04T07:22:00,2015-01-04T09:52:00,999,-8.0
HNL,KOA,HA,2015-01-04T07:27:00,2015-01-04T08:07:00,163,-3.0
ORD,MSN,MQ,2015-01-04T07:22:00,2015-01-04T08:49:00,108,-8.0
CID,DFW,MQ,2015-01-04T07:32:00,2015-01-04T10:26:00,685,2.0
CMI,ORD,MQ,2015-01-04T07:23:00,2015-01-04T09:11:00,135,-7.0
DFW,BTR,MQ,2015-01-04T07:29:00,2015-01-04T08:40:00,383,-1.0
DFW,SHV,MQ,2015-01-04T07:24:00,2015-01-04T08:35:00,190,-6.0
ORD,CLE,MQ,2015-01-04T07:38:00,2015-01-04T10:11:00,315,8.0
DFW,TYS,MQ,2015-01-04T07:28:00,2015-01-04T10:17:00,772,-2.0
FLL,DFW,NK,2015-01-04T07:44:00,2015-01-04T09:52:00,1119,14.0
FLL,DTW,NK,2015-01-04T07:33:00,2015-01-04T10:13:00,1127,3.0
ACY,MCO,NK,2015-01-04T07:20:00,2015-01-04T09:43:00,852,-10.0
RDM,LAX,OO,2015-01-04T08:18:00,2015-01-04T10:18:00,726,48.0
MOT,MSP,OO,2015-01-04T07:33:00,2015-01-04T09:04:00,449,3.0
STL,SFO,OO,2015-01-04T07:21:00,2015-01-04T09:45:00,1735,-9.0
LAX,PHX,OO,2015-01-04T07:42:00,2015-01-04T10:06:00,370,12.0
MSP,SFO,OO,2015-01-04T07:37:00,2015-01-04T10:10:00,1589,7.0
SFO,SMF,OO,2015-01-04T07:27:00,2015-01-04T08:09:00,86,-3.0
CLT,FLL,US,2015-01-04T07:29:00,2015-01-04T09:20:00,631,-2.0
LGA,PBI,B6,2015-01-04T07:22:00,2015-01-04T10:27:00,1035,-9.0
CVG,RSW,DL,2015-01-04T07:26:00,2015-01-04T09:49:00,879,-5.0
DFW,ATL,NK,2015-01-04T07:28:00,2015-01-04T10:42:00,731,-3.0
ORD,FLL,UA,2015-01-04T07:31:00,2015-01-04T11:45:00,1182,-1.0
SLC,IAH,UA,2015-01-04T07:51:00,2015-01-04T11:42:00,1195,18.0
LAX,SJC,OO,2015-01-04T07:40:00,2015-01-04T08:59:00,308,7.0
FLL,ORD,NK,2015-01-04T07:31:00,2015-01-04T10:32:00,1182,-3.0
CLE,MCO,UA,2015-01-04T07:29:00,2015-01-04T10:01:00,895,-6.0
LAX,IAD,UA,2015-01-04T08:01:00,2015-01-04T15:45:00,2288,26.0
MCO,IAH,UA,2015-01-04T07:42:00,2015-01-04T09:13:00,854,7.0
LAX,CLT,US,2015-01-04T07:29:00,2015-01-04T15:22:00,2125,-6.0
CLT,MSY,US,2015-01-04T07:23:00,2015-01-04T09:06:00,651,-12.0
PHL,SAN,US,2015-01-04T07:42:00,2015-01-04T10:37:00,2370,7.0
PHL,SJU,US,2015-01-04T07:55:00,2015-01-04T13:15:00,1576,20.0
PHL,STT,US,2015-01-04T07:37:00,2015-01-04T12:31:00,1605,2.0
TPA,MIA,US,2015-01-04T07:38:00,2015-01-04T08:37:00,204,3.0
CLT,DEN,US,2015-01-04T07:32:00,2015-01-04T09:28:00,1337,-3.0
CLT,PBI,US,2015-01-04T07:31:00,2015-01-04T09:21:00,590,-4.0
MEM,CLT,US,2015-01-04T07:29:00,2015-01-04T10:13:00,511,-6.0
PHL,ORD,US,2015-01-04T07:44:00,2015-01-04T09:20:00,678,9.0
CLT,PVD,US,2015-01-04T07:29:00,2015-01-04T09:18:00,683,-6.0
PHL,MIA,US,2015-01-04T07:30:00,2015-01-04T10:28:00,1013,-5.0
LAS,OAK,WN,2015-01-04T07:31:00,2015-01-04T08:56:00,407,-4.0
BWI,BUF,WN,2015-01-04T07:32:00,2015-01-04T08:37:00,281,-3.0
BWI,CMH,WN,2015-01-04T07:42:00,2015-01-04T09:00:00,337,7.0
EWR,MDW,WN,2015-01-04T07:46:00,2015-01-04T09:15:00,711,11.0
HOU,PHX,WN,2015-01-04T07:31:00,2015-01-04T09:20:00,1020,-4.0
ISP,MCO,WN,2015-01-04T07:34:00,2015-01-04T10:21:00,971,-1.0
LAX,RNO,WN,2015-01-04T07:30:00,2015-01-04T08:46:00,391,-5.0
MCO,BNA,WN,2015-01-04T07:34:00,2015-01-04T08:45:00,616,-1.0
MSY,HOU,WN,2015-01-04T07:31:00,2015-01-04T08:36:00,302,-4.0
SEA,SAN,WN,2015-01-04T07:32:00,2015-01-04T09:58:00,1050,-3.0
BHM,BWI,WN,2015-01-04T07:40:00,2015-01-04T10:18:00,682,5.0
BNA,STL,WN,2015-01-04T07:34:00,2015-01-04T08:47:00,272,-1.0
MCO,DFW,AA,2015-01-04T07:35:00,2015-01-04T09:16:00,985,0.0
LAS,LAX,AA,2015-01-04T07:43:00,2015-01-04T08:51:00,236,8.0
DFW,BDL,AA,2015-01-04T07:31:00,2015-01-04T11:22:00,1471,-4.0
PBI,DFW,AA,2015-01-04T07:31:00,2015-01-04T09:51:00,1102,-4.0
SLC,DFW,AA,2015-01-04T11:53:00,2015-01-04T15:27:00,989,258.0
BOS,SEA,AS,2015-01-04T07:39:00,2015-01-04T11:15:00,2496,4.0
SEA,JNU,AS,2015-01-04T07:39:00,2015-01-04T09:15:00,909,4.0
SEA,KTN,AS,2015-01-04T07:44:00,2015-01-04T08:56:00,680,9.0
JNU,ANC,AS,2015-01-04T08:31:00,2015-01-04T10:10:00,571,56.0
SEA,DEN,AS,2015-01-04T07:34:00,2015-01-04T11:00:00,1024,-1.0
TPA,DCA,B6,2015-01-04T07:23:00,2015-01-04T09:20:00,814,-12.0
BOS,MCO,B6,2015-01-04T07:45:00,2015-01-04T11:07:00,1121,10.0
RSW,DFW,AA,2015-01-04T07:32:00,2015-01-04T09:26:00,1017,-3.0
ATL,TPA,DL,2015-01-04T07:34:00,2015-01-04T08:56:00,406,-1.0
PHX,LAX,DL,2015-01-04T07:31:00,2015-01-04T08:14:00,370,-4.0
SHV,DFW,EV,2015-01-04T08:47:00,2015-01-04T09:49:00,190,72.0
IAH,SHV,EV,2015-01-04T07:46:00,2015-01-04T08:56:00,192,11.0
DTW,BOS,EV,2015-01-04T07:35:00,2015-01-04T09:14:00,632,0.0
DFW,LIT,MQ,2015-01-04T07:49:00,2015-01-04T09:04:00,304,14.0
CVG,ORD,MQ,2015-01-04T09:07:00,2015-01-04T09:47:00,265,92.0
LAX,SMF,OO,2015-01-04T07:31:00,2015-01-04T08:55:00,373,-4.0
ORD,AUS,OO,2015-01-04T07:35:00,2015-01-04T11:17:00,978,0.0
DTW,ORD,DL,2015-01-04T07:36:00,2015-01-04T08:05:00,235,0.0
SBA,LAX,OO,2015-01-04T07:28:00,2015-01-04T08:28:00,89,-8.0
FAT,SFO,OO,2015-01-04T07:29:00,2015-01-04T08:31:00,158,-7.0
FLL,IAH,UA,2015-01-04T07:31:00,2015-01-04T09:16:00,965,-6.0
BOS,DEN,UA,2015-01-04T09:12:00,2015-01-04T12:25:00,1754,95.0
BOS,PBI,B6,2015-01-04T07:27:00,2015-01-04T10:55:00,1197,-10.0
CLE,IAH,EV,2015-01-04T07:35:00,2015-01-04T10:40:00,1091,-2.0
IAH,CVG,OO,2015-01-04T07:39:00,2015-01-04T10:53:00,871,2.0
MCI,ORD,EV,2015-01-04T08:04:00,2015-01-04T09:41:00,403,26.0
CLT,ORD,EV,2015-01-04T08:12:00,2015-01-04T09:20:00,599,34.0
SJU,IAH,UA,2015-01-04T07:45:00,2015-01-04T10:36:00,2007,6.0
DEN,PDX,F9,2015-01-04T08:20:00,2015-01-04T10:21:00,991,41.0
PHL,DEN,UA,2015-01-04T08:06:00,2015-01-04T11:01:00,1558,26.0
DCA,PHL,US,2015-01-04T07:33:00,2015-01-04T09:05:00,119,-7.0
PHL,SFO,US,2015-01-04T07:38:00,2015-01-04T10:58:00,2521,-2.0
PHL,LAX,US,2015-01-04T07:41:00,2015-01-04T10:56:00,2402,1.0
CLT,BDL,US,2015-01-04T07:35:00,2015-01-04T09:22:00,644,-5.0
CLT,DTW,US,2015-01-04T07:37:00,2015-01-04T09:14:00,500,-3.0
CLT,EWR,US,2015-01-04T07:37:00,2015-01-04T09:22:00,529,-3.0
CLT,IAH,US,2015-01-04T07:36:00,2015-01-04T09:37:00,912,-4.0
BWI,RDU,WN,2015-01-04T07:38:00,2015-01-04T08:50:00,255,-2.0
CLE,PHX,WN,2015-01-04T07:40:00,2015-01-04T10:20:00,1737,0.0
DAL,ABQ,WN,2015-01-04T07:39:00,2015-01-04T08:21:00,580,-1.0
DAL,MCI,WN,2015-01-04T07:47:00,2015-01-04T09:12:00,460,7.0
DEN,HOU,WN,2015-01-04T08:04:00,2015-01-04T11:33:00,883,24.0
LAS,DEN,WN,2015-01-04T07:35:00,2015-01-04T10:45:00,628,-5.0
LAS,RNO,WN,2015-01-04T07:35:00,2015-01-04T08:52:00,345,-5.0
LAX,DAL,WN,2015-01-04T07:40:00,2015-01-04T12:38:00,1246,0.0
MCI,LAS,WN,2015-01-04T07:40:00,2015-01-04T08:34:00,1139,0.0
MCO,STL,WN,2015-01-04T07:38:00,2015-01-04T09:04:00,882,-2.0
MDW,STL,WN,2015-01-04T07:38:00,2015-01-04T09:07:00,251,-2.0
PHX,SAN,WN,2015-01-04T07:36:00,2015-01-04T07:37:00,304,-4.0
PIT,ATL,WN,2015-01-04T07:39:00,2015-01-04T09:40:00,526,-1.0
SAN,LAS,WN,2015-01-04T07:37:00,2015-01-04T08:40:00,258,-3.0
SLC,PHX,WN,2015-01-04T07:50:00,2015-01-04T09:25:00,507,10.0
TUS,SAN,WN,2015-01-04T07:35:00,2015-01-04T07:56:00,368,-5.0
ATL,BWI,WN,2015-01-04T07:46:00,2015-01-04T09:26:00,577,6.0
BDL,RSW,WN,2015-01-04T07:40:00,2015-01-04T11:43:00,1180,0.0
BNA,RDU,WN,2015-01-04T07:37:00,2015-01-04T09:57:00,442,-3.0
